PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39778705","Human longevity and Alzheimer's disease variants act via microglia and oligodendrocyte gene networks","Graham AC, Bellou E, Harwood JC, Yaman U, Celikag M, Magusali N, Rambarack N, Botia JA, Sala Frigerio C, Hardy J, Escott-Price V, Salih DA.","Brain. 2025 Mar 6;148(3):969-984. doi: 10.1093/brain/awae339.","Graham AC","Brain","2025","2025/01/08","PMC11884759","","10.1093/brain/awae339"
"40570367","Cytokine-induced reprogramming of human macrophages toward Alzheimer's disease-relevant molecular and cellular phenotypes in vitro","Podleśny-Drabiniok A, Romero-Molina C, Patel T, See WY, Liu Y, Marcora E, Goate AM.","Cell Rep. 2025 Jul 22;44(7):115909. doi: 10.1016/j.celrep.2025.115909. Epub 2025 Jun 25.","Podleśny-Drabiniok A","Cell Rep","2025","2025/06/26","PMC12335816","NIHMS2099510","10.1016/j.celrep.2025.115909"
"40346446","PLCG2 modulates TREM2 expression and signaling in response to Alzheimer's disease pathology","Messenger EJ, Baar SA, Bedford LM, Tsai AP, Lin PB, Ferguson CA, Xu G, Wallace A, Landreth GE, Lamb BT, Bissel SJ.","Alzheimers Dement. 2025 May;21(5):e70231. doi: 10.1002/alz.70231.","Messenger EJ","Alzheimers Dement","2025","2025/05/09","PMC12064341","","10.1002/alz.70231"
"40787447","Programmed cell death signatures-driven microglial transformation in Alzheimer's disease: single-cell transcriptomics and functional validation","Li MM, Yang YX, Huang YL, Wu SJ, Huang WL, Ye LC, Xu YY.","Front Immunol. 2025 Jul 25;16:1610717. doi: 10.3389/fimmu.2025.1610717. eCollection 2025.","Li MM","Front Immunol","2025","2025/08/11","PMC12331497","","10.3389/fimmu.2025.1610717"
"39345217","Deletion of miR-33, a regulator of the ABCA1-APOE pathway, ameliorates neuropathological phenotypes in APP/PS1 mice","Tate M, Wijeratne HRS, Kim B, Philtjens S, You Y, Lee DH, Gutierrez DA, Sharify D, Wells M, Perez-Cardelo M, Doud EH, Fernandez-Hernando C, Lasagna-Reeves C, Mosley AL, Kim J.","Alzheimers Dement. 2024 Nov;20(11):7805-7818. doi: 10.1002/alz.14243. Epub 2024 Sep 30.","Tate M","Alzheimers Dement","2024","2024/09/30","PMC11567857","","10.1002/alz.14243"
"36165202","Transcriptomic Profiling Identifies CD8(+) T Cells in the Brain of Aged and Alzheimer's Disease Transgenic Mice as Tissue-Resident Memory T Cells","Altendorfer B, Unger MS, Poupardin R, Hoog A, Asslaber D, Gratz IK, Mrowetz H, Benedetti A, de Sousa DMB, Greil R, Egle A, Gate D, Wyss-Coray T, Aigner L.","J Immunol. 2022 Oct 1;209(7):1272-1285. doi: 10.4049/jimmunol.2100737. Epub 2022 Aug 31.","Altendorfer B","J Immunol","2022","2022/09/27","PMC9515311","","10.4049/jimmunol.2100737"
"37587511","Microglial senescence contributes to female-biased neuroinflammation in the aging mouse hippocampus: implications for Alzheimer's disease","Ocañas SR, Pham KD, Cox JEJ, Keck AW, Ko S, Ampadu FA, Porter HL, Ansere VA, Kulpa A, Kellogg CM, Machalinski AH, Thomas MA, Wright Z, Chucair-Elliott AJ, Freeman WM.","J Neuroinflammation. 2023 Aug 16;20(1):188. doi: 10.1186/s12974-023-02870-2.","Ocañas SR","J Neuroinflammation","2023","2023/08/16","PMC10433617","","10.1186/s12974-023-02870-2"
"40450296","Early transcriptional and cellular abnormalities in choroid plexus of a mouse model of Alzheimer's disease","Yan ZJ, Ye M, Li J, Zhang DF, Yao YG.","Mol Neurodegener. 2025 May 31;20(1):62. doi: 10.1186/s13024-025-00853-w.","Yan ZJ","Mol Neurodegener","2025","2025/05/31","PMC12125878","","10.1186/s13024-025-00853-w"
"36544231","Spatially resolved transcriptomics reveals genes associated with the vulnerability of middle temporal gyrus in Alzheimer's disease","Chen S, Chang Y, Li L, Acosta D, Li Y, Guo Q, Wang C, Turkes E, Morrison C, Julian D, Hester ME, Scharre DW, Santiskulvong C, Song SX, Plummer JT, Serrano GE, Beach TG, Duff KE, Ma Q, Fu H.","Acta Neuropathol Commun. 2022 Dec 21;10(1):188. doi: 10.1186/s40478-022-01494-6.","Chen S","Acta Neuropathol Commun","2022","2022/12/21","PMC9773466","","10.1186/s40478-022-01494-6"
"40008916","Comparing Alzheimer's genes in African, European, and Amerindian induced pluripotent stem cell-derived microglia","Moura S, Nasciben LB, Ramirez AM, Coombs L, Rivero J, Van Booven DJ, DeRosa BA, Hamilton-Nelson KL, Whitehead PL, Adams LD, Starks TD, Mena PR, Illanes-Manrique M, Tejada S, Byrd GS, Cornejo-Olivas MR, Feliciano-Astacio BE, Nuytemans K, Wang L, Pericak-Vance MA, Dykxhoorn DM, Rajabli F, Griswold AJ, Young JI, Vance JM.","Alzheimers Dement. 2025 Feb;21(2):e70031. doi: 10.1002/alz.70031.","Moura S","Alzheimers Dement","2025","2025/02/26","PMC11863361","","10.1002/alz.70031"
"40349168","Microglial MS4A4A Protects against Epileptic Seizures in Alzheimer's Disease","Jiang M, Li Q, Chen J, Li R, Yao J, Hu Y, Zhang H, Cai L, Luo M, Sun Y, Zeng W.","Adv Sci (Weinh). 2025 Jun;12(22):e2417733. doi: 10.1002/advs.202417733. Epub 2025 May 11.","Jiang M","Adv Sci (Weinh)","2025","2025/05/11","PMC12165070","","10.1002/advs.202417733"
"40037709","Deep learning-based cell-specific gene regulatory networks inferred from single-cell multiome data","Xu J, Lu C, Jin S, Meng Y, Fu X, Zeng X, Nussinov R, Cheng F.","Nucleic Acids Res. 2025 Feb 27;53(5):gkaf138. doi: 10.1093/nar/gkaf138.","Xu J","Nucleic Acids Res","2025","2025/03/04","PMC11879466","","10.1093/nar/gkaf138"
"38578831","Human brain small extracellular vesicles contain selectively packaged, full-length mRNA","Ransom LS, Liu CS, Dunsmore E, Palmer CR, Nicodemus J, Ziomek D, Williams N, Chun J.","Cell Rep. 2024 Apr 23;43(4):114061. doi: 10.1016/j.celrep.2024.114061. Epub 2024 Apr 4.","Ransom LS","Cell Rep","2024","2024/04/05","","","10.1016/j.celrep.2024.114061"
"40653482","Multi-omics analysis for identifying cell-type-specific and bulk-level druggable targets in Alzheimer's disease","Liu S, Cho M, Huang YN, Park T, Chaudhuri S, Rosewood TJ, Bice PJ, Chung D, Bennett DA, Ertekin-Taner N, Saykin AJ, Nho K.","J Transl Med. 2025 Jul 13;23(1):788. doi: 10.1186/s12967-025-06739-1.","Liu S","J Transl Med","2025","2025/07/13","PMC12257706","","10.1186/s12967-025-06739-1"
"40324581","Temporal impact of sepsis on Alzheimer's disease pathology and neuroinflammation","Vo Q, Nacionales DC, McFarland KN, Gorski C, Barrios EL, Park G, Moldawer LL, Casadesus G, Nagpal R, Efron PA, Chakrabarty P.","Prog Neurobiol. 2025 Jul;250:102775. doi: 10.1016/j.pneurobio.2025.102775. Epub 2025 May 3.","Vo Q","Prog Neurobiol","2025","2025/05/05","PMC12285756","NIHMS2080348","10.1016/j.pneurobio.2025.102775"
"39062541","Single-Cell RNA Sequencing Reveals Immunomodulatory Effects of Stem Cell Factor and Granulocyte Colony-Stimulating Factor Treatment in the Brains of Aged APP/PS1 Mice","Gardner RS, Kyle M, Hughes K, Zhao LR.","Biomolecules. 2024 Jul 10;14(7):827. doi: 10.3390/biom14070827.","Gardner RS","Biomolecules","2024","2024/07/27","PMC11275138","","10.3390/biom14070827"
"39395805","Transcriptome and proteome profiling reveals TREM2-dependent and -independent glial response and metabolic perturbation in an Alzheimer's mouse model","Lin D, Kaye S, Chen M, Lyanna A, Ye L, Hammond LA, Gao J.","J Biol Chem. 2024 Nov;300(11):107874. doi: 10.1016/j.jbc.2024.107874. Epub 2024 Oct 11.","Lin D","J Biol Chem","2024","2024/10/12","PMC11570940","","10.1016/j.jbc.2024.107874"
"38923164","Loss of Inpp5d has disease-relevant and sex-specific effects on glial transcriptomes","Dabin LC, Kersey H, Kim B, Acri DJ, Sharify D, Lee-Gosselin A, Lasagna-Reeves CA, Oblak AL, Lamb BT, Kim J.","Alzheimers Dement. 2024 Aug;20(8):5311-5323. doi: 10.1002/alz.13901. Epub 2024 Jun 26.","Dabin LC","Alzheimers Dement","2024","2024/06/26","PMC11350029","","10.1002/alz.13901"
"39592224","Tau Accumulation Induces Microglial State Alterations in Alzheimer's Disease Model Mice","Nagata K, Hashimoto S, Joho D, Fujioka R, Matsuba Y, Sekiguchi M, Mihira N, Motooka D, Liu YC, Okuzaki D, Kikuchi M, Murayama S, Saido TC, Kiyama H, Sasaguri H.","eNeuro. 2024 Dec 9;11(12):ENEURO.0260-24.2024. doi: 10.1523/ENEURO.0260-24.2024. Print 2024 Dec.","Nagata K","eNeuro","2024","2024/11/26","PMC11628182","","10.1523/ENEURO.0260-24.2024"
"40329537","Integrating spatial transcriptomics and snRNA-seq data enhances differential gene expression analysis results of AD-related phenotypes","Tang S, Liu S, Buchman AS, Bennett DA, De Jager PL, Yang J, Hu J.","HGG Adv. 2025 Jul 10;6(3):100447. doi: 10.1016/j.xhgg.2025.100447. Epub 2025 May 5.","Tang S","HGG Adv","2025","2025/05/07","PMC12159441","","10.1016/j.xhgg.2025.100447"
"40467545","Intracellular accumulation of amyloid-ß is a marker of selective neuronal vulnerability in Alzheimer's disease","Caramello A, Fancy N, Tournerie C, Eklund M, Chau V, Adair E, Papageorgopoulou M, Willumsen N, Jackson JS, Hardy J, Matthews PM.","Nat Commun. 2025 Jun 4;16(1):5189. doi: 10.1038/s41467-025-60328-w.","Caramello A","Nat Commun","2025","2025/06/04","PMC12137956","","10.1038/s41467-025-60328-w"
"38365827","Sodium oligomannate alters gut microbiota, reduces cerebral amyloidosis and reactive microglia in a sex-specific manner","Bosch ME, Dodiya HB, Michalkiewicz J, Lee C, Shaik SM, Weigle IQ, Zhang C, Osborn J, Nambiar A, Patel P, Parhizkar S, Zhang X, Laury ML, Mondal P, Gomm A, Schipma MJ, Mallah D, Butovsky O, Chang EB, Tanzi RE, Gilbert JA, Holtzman DM, Sisodia SS.","Mol Neurodegener. 2024 Feb 17;19(1):18. doi: 10.1186/s13024-023-00700-w.","Bosch ME","Mol Neurodegener","2024","2024/02/16","PMC10874048","","10.1186/s13024-023-00700-w"
"39304744","Cathepsin B modulates microglial migration and phagocytosis of amyloid β in Alzheimer's disease through PI3K-Akt signaling","Jiang M, Zhao D, Zhou Y, Kong W, Xie Z, Xiong Y, Li Y, Zhao S, Kou X, Zhang S, Meng R, Pan Y, Wu Z, Nakanishi H, Zhao J, Li H, Quan Z, Lin L, Qing H, Ni J.","Neuropsychopharmacology. 2025 Mar;50(4):640-650. doi: 10.1038/s41386-024-01994-0. Epub 2024 Sep 20.","Jiang M","Neuropsychopharmacology","2025","2024/09/20","PMC11845476","","10.1038/s41386-024-01994-0"
"38862813","Knockout of the longevity gene Klotho perturbs aging and Alzheimer's disease-linked brain microRNAs and tRNA fragments","Dubnov S, Bennett ER, Yayon N, Yakov O, Bennett DA, Seshadri S, Mufson E, Tzur Y, Greenberg D, Kuro-O M, Paldor I, Abraham CR, Soreq H.","Commun Biol. 2024 Jun 11;7(1):720. doi: 10.1038/s42003-024-06407-y.","Dubnov S","Commun Biol","2024","2024/06/11","PMC11166644","","10.1038/s42003-024-06407-y"
"38779814","A TrkB and TrkC partial agonist restores deficits in synaptic function and promotes activity-dependent synaptic and microglial transcriptomic changes in a late-stage Alzheimer's mouse model","Latif-Hernandez A, Yang T, Butler RR 3rd, Losada PM, Minhas PS, White H, Tran KC, Liu H, Simmons DA, Langness V, Andreasson KI, Wyss-Coray T, Longo FM.","Alzheimers Dement. 2024 Jul;20(7):4434-4460. doi: 10.1002/alz.13857. Epub 2024 May 23.","Latif-Hernandez A","Alzheimers Dement","2024","2024/05/23","PMC11247716","","10.1002/alz.13857"
"35859075","Galectin-3, a rising star in modulating microglia activation under conditions of neurodegeneration","García-Revilla J, Boza-Serrano A, Espinosa-Oliva AM, Soto MS, Deierborg T, Ruiz R, de Pablos RM, Burguillos MA, Venero JL.","Cell Death Dis. 2022 Jul 20;13(7):628. doi: 10.1038/s41419-022-05058-3.","García-Revilla J","Cell Death Dis","2022","2022/07/20","PMC9300700","","10.1038/s41419-022-05058-3"
"37558676","Disease-associated astrocytes and microglia markers are upregulated in mice fed high fat diet","Lin L, Basu R, Chatterjee D, Templin AT, Flak JN, Johnson TS.","Sci Rep. 2023 Aug 9;13(1):12919. doi: 10.1038/s41598-023-39890-0.","Lin L","Sci Rep","2023","2023/08/09","PMC10412627","","10.1038/s41598-023-39890-0"
"37684405","Lipid metabolism transcriptomics of murine microglia in Alzheimer's disease and neuroinflammation","Shippy DC, Ulland TK.","Sci Rep. 2023 Sep 8;13(1):14800. doi: 10.1038/s41598-023-41897-6.","Shippy DC","Sci Rep","2023","2023/09/08","PMC10491618","","10.1038/s41598-023-41897-6"
"38326859","DNA hypomethylation promotes the expression of CASPASE-4 which exacerbates inflammation and amyloid-β deposition in Alzheimer's disease","Daily KP, Badr A, Eltobgy M, Estfanous S, Whitham O, Tan MH, Carafice C, Krause K, McNamara A, Hamilton K, Houle S, Gupta S, Gupta GA, Madhu S, Fitzgerald J, Saadey AA, Laster B, Yan P, Webb A, Zhang X, Pietrzak M, Kokiko-Cochran ON, Ghoneim HE, Amer AO.","Alzheimers Res Ther. 2024 Feb 8;16(1):29. doi: 10.1186/s13195-024-01390-2.","Daily KP","Alzheimers Res Ther","2024","2024/02/07","PMC10851453","","10.1186/s13195-024-01390-2"
"40316516","snCED-seq: high-fidelity cryogenic enzymatic dissociation of nuclei for single-nucleus RNA-seq of FFPE tissues","Guo Y, Ma J, Qi R, Ma R, Ma X, Xu J, Ye K, Huang Y, Yang X, Zhang J, Wang G, Zhao X.","Nat Commun. 2025 May 2;16(1):4101. doi: 10.1038/s41467-025-59464-0.","Guo Y","Nat Commun","2025","2025/05/02","PMC12048618","","10.1038/s41467-025-59464-0"
"38385967","Single-Cell RNA-seq reveals transcriptomic modulation of Alzheimer's disease by activated protein C","Fatmi MK, Wang H, Slotabec L, Wen C, Seale B, Zhao B, Li J.","Aging (Albany NY). 2024 Feb 21;16(4):3137-3159. doi: 10.18632/aging.205624. Epub 2024 Feb 21.","Fatmi MK","Aging (Albany NY)","2024","2024/02/22","PMC10929801","","10.18632/aging.205624"
"37340466","Sex specific molecular networks and key drivers of Alzheimer's disease","Guo L, Cao J, Hou J, Li Y, Huang M, Zhu L, Zhang L, Lee Y, Duarte ML, Zhou X, Wang M, Liu CC, Martens Y, Chao M, Goate A, Bu G, Haroutunian V, Cai D, Zhang B.","Mol Neurodegener. 2023 Jun 20;18(1):39. doi: 10.1186/s13024-023-00624-5.","Guo L","Mol Neurodegener","2023","2023/06/20","PMC10280841","","10.1186/s13024-023-00624-5"
"40826098","Single-nucleus transcriptomics reveals a distinct microglial state and increased MSR1-mediated phagocytosis as common features across dementia subtypes","Chia SY, Li M, Li Z, Tu H, Lee JWL, Qiu L, Ling J, Reynolds R, Albani S, Tan EK, Ng ASL, Chen J, Zeng L.","Genome Med. 2025 Aug 18;17(1):92. doi: 10.1186/s13073-025-01519-4.","Chia SY","Genome Med","2025","2025/08/18","PMC12359983","","10.1186/s13073-025-01519-4"
"39641322","Single-microglia transcriptomic transition network-based prediction and real-world patient data validation identifies ketorolac as a repurposable drug for Alzheimer's disease","Xu J, Song W, Xu Z, Danziger MM, Karavani E, Zang C, Chen X, Li Y, Paz IMR, Gohel D, Su C, Zhou Y, Hou Y, Shimoni Y, Pieper AA, Hu J, Wang F, Rosen-Zvi M, Leverenz JB, Cummings J, Cheng F.","Alzheimers Dement. 2025 Jan;21(1):e14373. doi: 10.1002/alz.14373. Epub 2024 Dec 6.","Xu J","Alzheimers Dement","2025","2024/12/06","PMC11782846","","10.1002/alz.14373"
"38971545","IGF1R and FLT1 in female endothelial cells and CHD2 in male microglia play important roles in Alzheimer's disease based on gender difference analysis","He R, Cheng J, Qiu Y, Hu Y, Liu J, Wang TH, Cao X.","Exp Gerontol. 2024 Sep;194:112512. doi: 10.1016/j.exger.2024.112512. Epub 2024 Jul 10.","He R","Exp Gerontol","2024","2024/07/06","","","10.1016/j.exger.2024.112512"
"40307569","Microglia-driven inflammation induces progressive tauopathies and synucleinopathies","Lee SH, Bae EJ, Park SJ, Lee SJ.","Exp Mol Med. 2025 May;57(5):1017-1031. doi: 10.1038/s12276-025-01450-z. Epub 2025 May 1.","Lee SH","Exp Mol Med","2025","2025/04/30","PMC12130470","","10.1038/s12276-025-01450-z"
"36805764","TREM2 splice isoforms generate soluble TREM2 species that disrupt long-term potentiation","Moutinho M, Coronel I, Tsai AP, Di Prisco GV, Pennington T, Atwood BK, Puntambekar SS, Smith DC, Martinez P, Han S, Lee Y, Lasagna-Reeves CA, Lamb BT, Bissel SJ, Nho K, Landreth GE.","Genome Med. 2023 Feb 20;15(1):11. doi: 10.1186/s13073-023-01160-z.","Moutinho M","Genome Med","2023","2023/02/22","PMC9940368","","10.1186/s13073-023-01160-z"
"39626378","A preclinical and phase I clinical study of ex vivo-expanded amyloid beta-specific human regulatory T cells in Alzheimer's disease","Yang H, Byun MS, Ha NY, Yang J, Park SY, Park JE, Yi D, Chang YT, Jung WS, Kim JY, Kim J, Lee DY, Bae H.","Biomed Pharmacother. 2024 Dec;181:117721. doi: 10.1016/j.biopha.2024.117721. Epub 2024 Dec 2.","Yang H","Biomed Pharmacother","2024","2024/12/03","","","10.1016/j.biopha.2024.117721"
"37248328","Human microglia show unique transcriptional changes in Alzheimer's disease","Prater KE, Green KJ, Mamde S, Sun W, Cochoit A, Smith CL, Chiou KL, Heath L, Rose SE, Wiley J, Keene CD, Kwon RY, Snyder-Mackler N, Blue EE, Logsdon B, Young JE, Shojaie A, Garden GA, Jayadev S.","Nat Aging. 2023 Jul;3(7):894-907. doi: 10.1038/s43587-023-00424-y. Epub 2023 May 29.","Prater KE","Nat Aging","2023","2023/05/29","PMC10353942","","10.1038/s43587-023-00424-y"
"33712570","Integration of Alzheimer's disease genetics and myeloid genomics identifies disease risk regulatory elements and genes","Novikova G, Kapoor M, Tcw J, Abud EM, Efthymiou AG, Chen SX, Cheng H, Fullard JF, Bendl J, Liu Y, Roussos P, Björkegren JL, Liu Y, Poon WW, Hao K, Marcora E, Goate AM.","Nat Commun. 2021 Mar 12;12(1):1610. doi: 10.1038/s41467-021-21823-y.","Novikova G","Nat Commun","2021","2021/03/13","PMC7955030","","10.1038/s41467-021-21823-y"
"40301889","Monoallelic TYROBP deletion is a novel risk factor for Alzheimer's disease","Martiskainen H, Willman RM, Harju P, Heikkinen S, Heiskanen M, Müller SA, Sinisalo R, Takalo M, Mäkinen P, Kuulasmaa T, Pekkala V, Galván Del Rey A, Juopperi SP, Jeskanen H, Kervinen I, Saastamoinen K; FinnGen; Niiranen M, Heikkinen SV, Kurki MI, Marttila J, Mäkinen PI, Rostalski H, Hietanen T, Ngandu T, Lehtisalo J, Bellenguez C, Lambert JC, Haass C, Rinne J, Hakumäki J, Rauramaa T, Krüger J, Soininen H, Haapasalo A, Lichtenthaler SF, Leinonen V, Solje E, Hiltunen M.","Mol Neurodegener. 2025 Apr 29;20(1):50. doi: 10.1186/s13024-025-00830-3.","Martiskainen H","Mol Neurodegener","2025","2025/04/29","PMC12038944","","10.1186/s13024-025-00830-3"
"40038760","The protective PLCγ2-P522R variant mitigates Alzheimer's disease-associated pathologies by enhancing beneficial microglial functions","Takalo M, Jeskanen H, Rolova T, Kervinen I, Hellén M, Heikkinen S, Koivisto H, Jokivarsi K, Müller SA, Koivumäki EM, Mäkinen P, Juopperi SP, Willman RM, Sinisalo R, Hoffmann D, Jäntti H, Peitz M, Fließbach K, Kuulasmaa T, Natunen T, Kemppainen S, Poutiainen P, Leinonen V, Malm T, Martiskainen H, Ramirez A, Haapasalo A, Lichtenthaler SF, Tanila H, Haass C, Rinne J, Koistinaho J, Hiltunen M.","J Neuroinflammation. 2025 Mar 5;22(1):64. doi: 10.1186/s12974-025-03387-6.","Takalo M","J Neuroinflammation","2025","2025/03/05","PMC11881468","","10.1186/s12974-025-03387-6"
"39154174","Deterioration of neuroimmune homeostasis in Alzheimer's Disease patients who survive a COVID-19 infection","Villareal JAB, Bathe T, Hery GP, Phillips JL, Tsering W, Prokop S.","J Neuroinflammation. 2024 Aug 17;21(1):202. doi: 10.1186/s12974-024-03196-3.","Villareal JAB","J Neuroinflammation","2024","2024/08/17","PMC11330027","","10.1186/s12974-024-03196-3"
"36934255","The localization of molecularly distinct microglia populations to Alzheimer's disease pathologies using QUIVER","Shahidehpour RK, Nelson AS, Sanders LG, Embry CR, Nelson PT, Bachstetter AD.","Acta Neuropathol Commun. 2023 Mar 18;11(1):45. doi: 10.1186/s40478-023-01541-w.","Shahidehpour RK","Acta Neuropathol Commun","2023","2023/03/19","PMC10024857","","10.1186/s40478-023-01541-w"
"38244754","Altered metabolism and DAM-signatures in female brains and microglia with aging","Cleland NRW, Potter GJ, Buck C, Quang D, Oldham D, Neal M, Saviola A, Niemeyer CS, Dobrinskikh E, Bruce KD.","Brain Res. 2024 Apr 15;1829:148772. doi: 10.1016/j.brainres.2024.148772. Epub 2024 Jan 18.","Cleland NRW","Brain Res","2024","2024/01/20","PMC12036313","NIHMS1968856","10.1016/j.brainres.2024.148772"
"39985481","Human herpesvirus-associated transposable element activation in human aging brains with Alzheimer's disease","Feng Y, Cao SQ, Shi Y, Sun A, Flanagan ME, Leverenz JB, Pieper AA, Jung JU, Cummings J, Fang EF, Zhang P, Cheng F.","Alzheimers Dement. 2025 Feb;21(2):e14595. doi: 10.1002/alz.14595.","Feng Y","Alzheimers Dement","2025","2025/02/22","PMC11846481","","10.1002/alz.14595"
"36140776","Identification and Quantitation of Novel ABI3 Isoforms Relative to Alzheimer's Disease Genetics and Neuropathology","Turner AK, Shaw BC, Simpson JF, Estus S.","Genes (Basel). 2022 Sep 8;13(9):1607. doi: 10.3390/genes13091607.","Turner AK","Genes (Basel)","2022","2022/09/23","PMC9498898","","10.3390/genes13091607"
"40847374","Cyclooxygenase-1 deletion in 5 × FAD mice protects against microglia-induced neuroinflammation and mitigates cognitive impairment","Wang J, Ni H, Wang Y, Wei L, Ding H, Guo Z, Pan H, Yu Y, Luo J, Pan W, Wang D, Ke ZJ.","Transl Neurodegener. 2025 Aug 22;14(1):43. doi: 10.1186/s40035-025-00501-9.","Wang J","Transl Neurodegener","2025","2025/08/23","PMC12372357","","10.1186/s40035-025-00501-9"
"33627474","Multimodal single-cell/nucleus RNA sequencing data analysis uncovers molecular networks between disease-associated microglia and astrocytes with implications for drug repurposing in Alzheimer's disease","Xu J, Zhang P, Huang Y, Zhou Y, Hou Y, Bekris LM, Lathia J, Chiang CW, Li L, Pieper AA, Leverenz JB, Cummings J, Cheng F.","Genome Res. 2021 Oct;31(10):1900-1912. doi: 10.1101/gr.272484.120. Epub 2021 Feb 24.","Xu J","Genome Res","2021","2021/02/25","PMC8494225","","10.1101/gr.272484.120"
"36536457","Amyloid-beta and tau pathologies act synergistically to induce novel disease stage-specific microglia subtypes","Kim DW, Tu KJ, Wei A, Lau AJ, Gonzalez-Gil A, Cao T, Braunstein K, Ling JP, Troncoso JC, Wong PC, Blackshaw S, Schnaar RL, Li T.","Mol Neurodegener. 2022 Dec 17;17(1):83. doi: 10.1186/s13024-022-00589-x.","Kim DW","Mol Neurodegener","2022","2022/12/19","PMC9762062","","10.1186/s13024-022-00589-x"
"40275260","Neurodegenerative disease-associated microRNAs acting as signaling molecules modulate CNS neuron structure and viability","Kumbol V, Ivanov A, McGurran H, Schüler J, Zhai Y, Ludwik K, Hinkelmann L, Brehm M, Krüger C, Küchler J, Wallach T, Höltje M, Beule D, Stachelscheid H, Lehnardt S.","Cell Commun Signal. 2025 Apr 24;23(1):196. doi: 10.1186/s12964-025-02199-8.","Kumbol V","Cell Commun Signal","2025","2025/04/24","PMC12020182","","10.1186/s12964-025-02199-8"
"37393197","Microglial MHC-I induction with aging and Alzheimer's is conserved in mouse models and humans","Kellogg CM, Pham K, Machalinski AH, Porter HL, Blankenship HE, Tooley KB, Stout MB, Rice HC, Sharpe AL, Beckstead MJ, Chucair-Elliott AJ, Ocañas SR, Freeman WM.","Geroscience. 2023 Oct;45(5):3019-3043. doi: 10.1007/s11357-023-00859-6. Epub 2023 Jul 1.","Kellogg CM","Geroscience","2023","2023/07/01","PMC10643718","","10.1007/s11357-023-00859-6"
"36199077","Alzheimer's disease-related transcriptional sex differences in myeloid cells","Coales I, Tsartsalis S, Fancy N, Weinert M, Clode D, Owen D, Matthews PM.","J Neuroinflammation. 2022 Oct 5;19(1):247. doi: 10.1186/s12974-022-02604-w.","Coales I","J Neuroinflammation","2022","2022/10/05","PMC9535846","","10.1186/s12974-022-02604-w"
"37803069","Deconvolution reveals cell-type-specific transcriptomic changes in the aging mouse brain","Ren Y, Wang X, Zhang S, Hu H, Quicksall Z, Lee S, Morganti JM, Johnson LA, Asmann YW, Zhao N.","Sci Rep. 2023 Oct 6;13(1):16855. doi: 10.1038/s41598-023-44183-7.","Ren Y","Sci Rep","2023","2023/10/06","PMC10558435","","10.1038/s41598-023-44183-7"
"40175501","Microglial TLR4-Lyn kinase is a critical regulator of neuroinflammation, Aβ phagocytosis, neuronal damage, and cell survival in Alzheimer's disease","Islam R, Choudhary HH, Zhang F, Mehta H, Yoshida J, Thomas AJ, Hanafy K.","Sci Rep. 2025 Apr 3;15(1):11368. doi: 10.1038/s41598-025-96456-y.","Islam R","Sci Rep","2025","2025/04/02","PMC11965285","","10.1038/s41598-025-96456-y"
"40748756","Aggrecan protects against plaque accumulation and is essential for proper microglial responses to plaques","Barahona RA, Kwang NE, Kono-Soosaipillai AR, Rubio Salgado G, Tran KM, Lu YH, Reddy S, da Cunha C, Velazquez-Rivera E, Crapser JD, Xu X, Hohsfield LA, Green KN.","Cell Rep. 2025 Aug 26;44(8):116064. doi: 10.1016/j.celrep.2025.116064. Epub 2025 Jul 31.","Barahona RA","Cell Rep","2025","2025/08/01","PMC12445281","NIHMS2107263","10.1016/j.celrep.2025.116064"
"35681503","Single Cell/Nucleus Transcriptomics Comparison in Zebrafish and Humans Reveals Common and Distinct Molecular Responses to Alzheimer's Disease","Cosacak MI, Bhattarai P, De Jager PL, Menon V, Tosto G, Kizil C.","Cells. 2022 May 31;11(11):1807. doi: 10.3390/cells11111807.","Cosacak MI","Cells","2022","2022/06/10","PMC9180693","","10.3390/cells11111807"
"39591421","Exploring the feasibility of using mice as a substitute model for investigating microglia in aging and Alzheimer's disease though single cell analysis","He R, Zhang Q, Wang L, Hu Y, Qiu Y, Liu J, You D, Cheng J, Cao X.","PLoS One. 2024 Nov 26;19(11):e0311374. doi: 10.1371/journal.pone.0311374. eCollection 2024.","He R","PLoS One","2024","2024/11/26","PMC11594518","","10.1371/journal.pone.0311374"
"40516636","Adult human subventricular zone microglia promote a pro-neurogenic niche for neuronal progenitors in Parkinson's disease","Pecoraro S, Verkerke M, Sluijs JA, van Het Hof B, van der Pol SMA, van Strien ME, van der Kant R, de Vries C, de Vries HE, van de Berg WDJ, Hol EM, Donega V.","Brain Behav Immun. 2025 Oct;129:318-334. doi: 10.1016/j.bbi.2025.06.017. Epub 2025 Jun 16.","Pecoraro S","Brain Behav Immun","2025","2025/06/14","","","10.1016/j.bbi.2025.06.017"
"35623983","Revealing cell vulnerability in Alzheimer's disease by single-cell transcriptomics","Saura CA, Deprada A, Capilla-López MD, Parra-Damas A.","Semin Cell Dev Biol. 2023 Apr;139:73-83. doi: 10.1016/j.semcdb.2022.05.007. Epub 2022 May 24.","Saura CA","Semin Cell Dev Biol","2023","2022/05/27","","","10.1016/j.semcdb.2022.05.007"
