PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25247439","Systematic evaluation of ""compliance"" to prescribed treatment medications and ""abstinence"" from psychoactive drug abuse in chemical dependence programs: data from the comprehensive analysis of reported drugs","Blum K, Han D, Femino J, Smith DE, Saunders S, Simpatico T, Schoenthaler SJ, Oscar-Berman M, Gold MS.","PLoS One. 2014 Sep 23;9(9):e104275. doi: 10.1371/journal.pone.0104275. eCollection 2014.","Blum K","PLoS One","2014","2014/09/24","PMC4172565","","10.1371/journal.pone.0104275"
"29909934","Community pharmacies as access points for addiction treatment","Look KA, Kile M, Morgan K, Roberts A.","Res Social Adm Pharm. 2019 Apr;15(4):404-409. doi: 10.1016/j.sapharm.2018.06.006. Epub 2018 Jun 12.","Look KA","Res Social Adm Pharm","2019","2018/06/19","PMC6433531","NIHMS1018229","10.1016/j.sapharm.2018.06.006"
"27100107","Allen Cognitive Level Screen for the classification of subjects treated for addiction","Rojo-Mota G, Pedrero-Pérez EJ, Huertas-Hoyas E, Merritt B, MacKenzie D.","Scand J Occup Ther. 2017 Jul;24(4):290-298. doi: 10.3109/11038128.2016.1161071. Epub 2016 Apr 21.","Rojo-Mota G","Scand J Occup Ther","2017","2016/04/22","","","10.3109/11038128.2016.1161071"
"29986103","Associations Between Early Onset of E-cigarette Use and Cigarette Smoking and Other Substance Use Among US Adolescents: A National Study","McCabe SE, West BT, McCabe VV.","Nicotine Tob Res. 2018 Jul 9;20(8):923-930. doi: 10.1093/ntr/ntx231.","McCabe SE","Nicotine Tob Res","2018","2018/07/10","PMC6037083","","10.1093/ntr/ntx231"
"28086787","Perceptions of a drug prevention public service announcement campaign among street-involved youth in Vancouver, Canada: a qualitative study","Ti L, Fast D, Small W, Kerr T.","Harm Reduct J. 2017 Jan 13;14(1):3. doi: 10.1186/s12954-017-0132-7.","Ti L","Harm Reduct J","2017","2017/01/15","PMC5237277","","10.1186/s12954-017-0132-7"
"34346729","Sustainment of Integrated Care in Addiction Treatment Settings: Primary Outcomes From a Cluster-Randomized Controlled Trial","Chokron Garneau H, Assefa MT, Jo B, Ford JH 2nd, Saldana L, McGovern MP.","Psychiatr Serv. 2022 Mar 1;73(3):280-286. doi: 10.1176/appi.ps.202000293. Epub 2021 Aug 4.","Chokron Garneau H","Psychiatr Serv","2022","2021/08/04","PMC8814048","NIHMS1763007","10.1176/appi.ps.202000293"
"30197457","Process Evaluation of a Community Outpatient Program Treating Substance Use Disorders","Sorensen JL, Llamas JD.","J Community Psychol. 2018 Sep;46(7):844-855. doi: 10.1002/jcop.21976. Epub 2018 May 4.","Sorensen JL","J Community Psychol","2018","2018/09/11","PMC6124892","NIHMS949278","10.1002/jcop.21976"
"29070426","The Prevalence of Mental Illness in Homeless People in Germany","Schreiter S, Bermpohl F, Krausz M, Leucht S, Rössler W, Schouler-Ocak M, Gutwinski S.","Dtsch Arztebl Int. 2017 Oct 6;114(40):665-672. doi: 10.3238/arztebl.2017.0665.","Schreiter S","Dtsch Arztebl Int","2017","2017/10/27","PMC5963583","","10.3238/arztebl.2017.0665"
"26599389","Psychological trauma exposure and co-morbid psychopathologies in HIV+Men and Women","Fellows RP, Spahr NA, Byrd DA, Mindt MR, Morgello S; Manhattan HIV Brain Bank.","Psychiatry Res. 2015 Dec 30;230(3):770-6. doi: 10.1016/j.psychres.2015.11.011. Epub 2015 Nov 10.","Fellows RP","Psychiatry Res","2015","2015/11/25","PMC4801502","NIHMS763819","10.1016/j.psychres.2015.11.011"
"22436533","Comparison of the Addiction Severity Index (ASI) and the Global Appraisal of Individual Needs (GAIN) in predicting the effectiveness of drug treatment programs for pregnant and postpartum women","Coleman-Cowger VH, Dennis ML, Funk RR, Godley SH, Lennox RD.","J Subst Abuse Treat. 2013 Jan;44(1):34-41. doi: 10.1016/j.jsat.2012.02.002. Epub 2012 Mar 20.","Coleman-Cowger VH","J Subst Abuse Treat","2013","2012/03/23","PMC4346351","NIHMS658252","10.1016/j.jsat.2012.02.002"
"33663523","A systematic review of evidence-based practice implementation in drug and alcohol settings: applying the consolidated framework for implementation research framework","Louie E, Barrett EL, Baillie A, Haber P, Morley KC.","Implement Sci. 2021 Mar 4;16(1):22. doi: 10.1186/s13012-021-01090-7.","Louie E","Implement Sci","2021","2021/03/05","PMC7931583","","10.1186/s13012-021-01090-7"
"25397640","Substance use and experienced stigmatization among ethnic minority men who have sex with men in the United States","Paul JP, Boylan R, Gregorich S, Ayala G, Choi KH.","J Ethn Subst Abuse. 2014;13(4):430-47. doi: 10.1080/15332640.2014.958640.","Paul JP","J Ethn Subst Abuse","2014","2014/11/15","PMC4235618","NIHMS628974","10.1080/15332640.2014.958640"
"26382837","Negotiating substance use stigma: the role of cultural health capital in provider-patient interactions","Chang J, Dubbin L, Shim J.","Sociol Health Illn. 2016 Jan;38(1):90-108. doi: 10.1111/1467-9566.12351. Epub 2015 Sep 18.","Chang J","Sociol Health Illn","2016","2015/09/19","PMC4845742","NIHMS768797","10.1111/1467-9566.12351"
"28741398","Effects of Role-Playing Scenarios on the Self-efficacy of Students in Resisting Against Substance Addiction: A Pilot Study","Karatay G, Gürarslan Baş N.","Inquiry. 2017 Jan 1;54:46958017720624. doi: 10.1177/0046958017720624.","Karatay G","Inquiry","2017","2017/07/26","PMC5798739","","10.1177/0046958017720624"
"30115769","The hot 'n' cold of cue-induced drug relapse","Pitchers KK, Sarter M, Robinson TE.","Learn Mem. 2018 Aug 16;25(9):474-480. doi: 10.1101/lm.046995.117. Print 2018 Sep.","Pitchers KK","Learn Mem","2018","2018/08/18","PMC6097766","","10.1101/lm.046995.117"
"26816167","[Evaluation of the Brazilian version of the CRAFFT/CESARE scale for screening drug use by adolescents]","Pereira BA, Schram PF, Azevedo RC.","Cien Saude Colet. 2016 Jan;21(1):91-9. doi: 10.1590/1413-81232015211.05192015.","Pereira BA","Cien Saude Colet","2016","2016/01/28","","","10.1590/1413-81232015211.05192015"
"27265421","Gabapentin misuse, abuse and diversion: a systematic review","Smith RV, Havens JR, Walsh SL.","Addiction. 2016 Jul;111(7):1160-74. doi: 10.1111/add.13324. Epub 2016 Mar 18.","Smith RV","Addiction","2016","2016/06/07","PMC5573873","NIHMS755162","10.1111/add.13324"
"27196143","A review of epidemiologic research on smoking behavior among persons with alcohol and illicit substance use disorders","Weinberger AH, Funk AP, Goodwin RD.","Prev Med. 2016 Nov;92:148-159. doi: 10.1016/j.ypmed.2016.05.011. Epub 2016 May 16.","Weinberger AH","Prev Med","2016","2016/05/20","PMC5085842","NIHMS791157","10.1016/j.ypmed.2016.05.011"
"24148035","Housing first improves residential stability in homeless adults with concurrent substance dependence and mental disorders","Palepu A, Patterson ML, Moniruzzaman A, Frankish CJ, Somers J.","Am J Public Health. 2013 Dec;103 Suppl 2(Suppl 2):e30-6. doi: 10.2105/AJPH.2013.301628. Epub 2013 Oct 22.","Palepu A","Am J Public Health","2013","2013/10/24","PMC3969112","","10.2105/AJPH.2013.301628"
"28108194","Psychiatric Risk in Unstably Housed Sexual Minority Women: Relationship between Sexual and Racial Minority Status and Human Immunodeficiency Virus and Psychiatric Diagnoses","Flentje A, Shumway M, Wong LH, Riley ED.","Womens Health Issues. 2017 May-Jun;27(3):294-301. doi: 10.1016/j.whi.2016.12.005. Epub 2017 Jan 17.","Flentje A","Womens Health Issues","2017","2017/01/22","PMC5435529","NIHMS838258","10.1016/j.whi.2016.12.005"
"23953166","Short-term trajectories of substance use in a sample of drug-involved probationers","Caudy MS, Tang L, Wooditch A, Taxman FS.","J Subst Abuse Treat. 2014 Feb;46(2):202-13. doi: 10.1016/j.jsat.2013.07.006. Epub 2013 Aug 15.","Caudy MS","J Subst Abuse Treat","2014","2013/08/20","PMC3840109","NIHMS506789","10.1016/j.jsat.2013.07.006"
"28622027","Communicating with Sensation Seekers: An fMRI Study of Neural Responses to Antidrug Public Service Announcements","Donohew L, DiBartolo M, Zhu X, Benca C, Lorch E, Noar SM, Kelly TH, Joseph JE.","Health Commun. 2018 Aug;33(8):1004-1012. doi: 10.1080/10410236.2017.1331185. Epub 2017 Jun 16.","Donohew L","Health Commun","2018","2017/06/17","PMC6190582","NIHMS1507113","10.1080/10410236.2017.1331185"
"26147181","Identification and management of nonsystematic purchase task data: Toward best practice","Stein JS, Koffarnus MN, Snider SE, Quisenberry AJ, Bickel WK.","Exp Clin Psychopharmacol. 2015 Oct;23(5):377-86. doi: 10.1037/pha0000020. Epub 2015 Jul 6.","Stein JS","Exp Clin Psychopharmacol","2015","2015/07/07","PMC4579007","NIHMS707310","10.1037/pha0000020"
"33656124","Direct healthcare costs and their relationships with age at start of drug use and current pattern of use: a cross-sectional study","Becker P, Razzouk D.","Sao Paulo Med J. 2021 Jan-Feb;139(1):18-29. doi: 10.1590/1516-3180.2020.0115.R1.21102020.","Becker P","Sao Paulo Med J","2021","2021/03/03","PMC9632499","","10.1590/1516-3180.2020.0115.R1.21102020"
"33544758","People who use drugs in rehabilitation, from chaos to discipline: Advantages and pitfalls: A qualitative study","Mahboub N, Honein-AbouHaidar G, Rizk R, de Vries N.","PLoS One. 2021 Feb 5;16(2):e0245346. doi: 10.1371/journal.pone.0245346. eCollection 2021.","Mahboub N","PLoS One","2021","2021/02/05","PMC7864414","","10.1371/journal.pone.0245346"
"29630851","Project THANKS: Examining HIV/AIDS-Related Barriers and Facilitators to Care in African American Women: A Community Perspective","Amutah-Onukagha N, Mahadevan M, Opara I, Rodriguez M, Trusdell M, Kelly J.","AIDS Patient Care STDS. 2018 Apr;32(4):119-128. doi: 10.1089/apc.2017.0215.","Amutah-Onukagha N","AIDS Patient Care STDS","2018","2018/04/10","PMC5972771","","10.1089/apc.2017.0215"
"25121812","Sexual orientation, adult connectedness, substance use, and mental health outcomes among adolescents: findings from the 2009 New York City Youth Risk Behavior Survey","Seil KS, Desai MM, Smith MV.","Am J Public Health. 2014 Oct;104(10):1950-6. doi: 10.2105/AJPH.2014.302050. Epub 2014 Aug 14.","Seil KS","Am J Public Health","2014","2014/08/15","PMC4167094","NIHMS686814","10.2105/AJPH.2014.302050"
"25111169","Adjuvants for vaccines to drugs of abuse and addiction","Alving CR, Matyas GR, Torres O, Jalah R, Beck Z.","Vaccine. 2014 Sep 22;32(42):5382-9. doi: 10.1016/j.vaccine.2014.07.085. Epub 2014 Aug 8.","Alving CR","Vaccine","2014","2014/08/12","PMC4403865","NIHMS654566","10.1016/j.vaccine.2014.07.085"
"27075664","Anxiety and depression in Nepal: prevalence, comorbidity and associations","Risal A, Manandhar K, Linde M, Steiner TJ, Holen A.","BMC Psychiatry. 2016 Apr 14;16:102. doi: 10.1186/s12888-016-0810-0.","Risal A","BMC Psychiatry","2016","2016/04/15","PMC4831105","","10.1186/s12888-016-0810-0"
"23409889","The neighborhood context of homelessness","Alexander-Eitzman B, Pollio DE, North CS.","Am J Public Health. 2013 Apr;103(4):679-85. doi: 10.2105/AJPH.2012.301007. Epub 2013 Feb 14.","Alexander-Eitzman B","Am J Public Health","2013","2013/02/16","PMC3673279","","10.2105/AJPH.2012.301007"
"33038678","Alcohol- and drug-related consequences across latent classes of substance use among American Indian adolescents","Schick MR, Goldstein SC, Nalven T, Spillane NS.","Addict Behav. 2021 Feb;113:106682. doi: 10.1016/j.addbeh.2020.106682. Epub 2020 Sep 28.","Schick MR","Addict Behav","2021","2020/10/10","PMC8392693","NIHMS1633350","10.1016/j.addbeh.2020.106682"
"23350871","Disparities in completion of substance abuse treatment between and within racial and ethnic groups","Guerrero EG, Marsh JC, Duan L, Oh C, Perron B, Lee B.","Health Serv Res. 2013 Aug;48(4):1450-67. doi: 10.1111/1475-6773.12031. Epub 2013 Jan 27.","Guerrero EG","Health Serv Res","2013","2013/01/29","PMC3725534","","10.1111/1475-6773.12031"
"29474682","A multisite, longitudinal study of risk factors for incarceration and impact on mental health and substance use among young transgender women in the USA","Hughto JMW, Reisner SL, Kershaw TS, Altice FL, Biello KB, Mimiaga MJ, Garofalo R, Kuhns LM, Pachankis JE.","J Public Health (Oxf). 2019 Mar 1;41(1):100-109. doi: 10.1093/pubmed/fdy031.","Hughto JMW","J Public Health (Oxf)","2019","2018/02/24","PMC6490767","","10.1093/pubmed/fdy031"
"22763198","The comparative effectiveness of outpatient treatment for adolescent substance abuse: a meta-analysis","Tanner-Smith EE, Wilson SJ, Lipsey MW.","J Subst Abuse Treat. 2013 Feb;44(2):145-58. doi: 10.1016/j.jsat.2012.05.006. Epub 2012 Jul 2.","Tanner-Smith EE","J Subst Abuse Treat","2013","2012/07/06","PMC3477300","NIHMS383158","10.1016/j.jsat.2012.05.006"
"25881327","Treatment received and treatment adequacy of depressive disorders among young adults in Finland","Kasteenpohja T, Marttunen M, Aalto-Setälä T, Perälä J, Saarni SI, Suvisaari J.","BMC Psychiatry. 2015 Mar 11;15:47. doi: 10.1186/s12888-015-0427-8.","Kasteenpohja T","BMC Psychiatry","2015","2015/04/17","PMC4364633","","10.1186/s12888-015-0427-8"
"26738428","Abuse-related neurochemical and behavioral effects of cathinone and 4-methylcathinone stereoisomers in rats","Hutsell BA, Baumann MH, Partilla JS, Banks ML, Vekariya R, Glennon RA, Negus SS.","Eur Neuropsychopharmacol. 2016 Feb;26(2):288-297. doi: 10.1016/j.euroneuro.2015.12.010. Epub 2015 Dec 11.","Hutsell BA","Eur Neuropsychopharmacol","2016","2016/01/08","PMC5331761","NIHMS851601","10.1016/j.euroneuro.2015.12.010"
"30024296","Substance Use Patterns of Gay and Bisexual Men in the Momentum Health Study","Roth EA, Cui Z, Wang L, Armstrong HL, Rich AJ, Lachowsky NJ, Sereda P, Card KG, Jollimore J, Howard T, Olarewaju G, Moore DM, Hogg RS.","Am J Mens Health. 2018 Sep;12(5):1759-1773. doi: 10.1177/1557988318786872. Epub 2018 Jul 19.","Roth EA","Am J Mens Health","2018","2018/07/20","PMC6142133","","10.1177/1557988318786872"
"25621927","A randomized clinical trial of family therapy in juvenile drug court","Dakof GA, Henderson CE, Rowe CL, Boustani M, Greenbaum PE, Wang W, Hawes S, Linares C, Liddle HA.","J Fam Psychol. 2015 Apr;29(2):232-41. doi: 10.1037/fam0000053. Epub 2015 Jan 26.","Dakof GA","J Fam Psychol","2015","2015/01/27","PMC4917204","NIHMS795211","10.1037/fam0000053"
"24462245","The psychometric development and initial validation of the DCI-A short form for adolescent therapeutic community treatment process","Stucky BD, Edelen MO, Vaughan CA, Tucker JS, Butler J.","J Subst Abuse Treat. 2014 Apr;46(4):516-21. doi: 10.1016/j.jsat.2013.12.005. Epub 2013 Dec 21.","Stucky BD","J Subst Abuse Treat","2014","2014/01/28","PMC4032228","NIHMS551938","10.1016/j.jsat.2013.12.005"
"33743758","Prevalence and correlates of non-daily and daily cannabis use among persons 15 years and older in South Africa: results of a national survey in 2017","Ramlagan S, Peltzer K, Pengpid S.","Subst Abuse Treat Prev Policy. 2021 Mar 20;16(1):25. doi: 10.1186/s13011-021-00364-z.","Ramlagan S","Subst Abuse Treat Prev Policy","2021","2021/03/21","PMC7980317","","10.1186/s13011-021-00364-z"
"25797949","Dating Violence and Substance Use as Longitudinal Predictors of Adolescents' Risky Sexual Behavior","Shorey RC, Fite PJ, Choi H, Cohen JR, Stuart GL, Temple JR.","Prev Sci. 2015 Aug;16(6):853-61. doi: 10.1007/s11121-015-0556-9.","Shorey RC","Prev Sci","2015","2015/03/24","PMC4499016","NIHMS674660","10.1007/s11121-015-0556-9"
"26615409","The importance of post hoc approaches for overcoming non-response and attrition bias in population-sampled studies","Gray L.","Soc Psychiatry Psychiatr Epidemiol. 2016 Jan;51(1):155-7. doi: 10.1007/s00127-015-1153-8. Epub 2015 Nov 28.","Gray L","Soc Psychiatry Psychiatr Epidemiol","2016","2015/11/30","PMC4720721","","10.1007/s00127-015-1153-8"
"33676073","Cannabidiol (CBD) and other drug use among young adults who use cannabis in Los Angeles","Fedorova EV, Wong CF, Ataiants J, Iverson E, Conn BM, Lankenau SE.","Drug Alcohol Depend. 2021 Apr 1;221:108648. doi: 10.1016/j.drugalcdep.2021.108648. Epub 2021 Feb 22.","Fedorova EV","Drug Alcohol Depend","2021","2021/03/06","PMC8462788","NIHMS1679663","10.1016/j.drugalcdep.2021.108648"
"23406288","Substance use among inmates at the Eldoret prison in Western Kenya","Kinyanjui DW, Atwoli L.","BMC Psychiatry. 2013 Feb 13;13:53. doi: 10.1186/1471-244X-13-53.","Kinyanjui DW","BMC Psychiatry","2013","2013/02/15","PMC3576302","","10.1186/1471-244X-13-53"
"27716129","Predictors of homelessness among vulnerably housed adults in 3 Canadian cities: a prospective cohort study","To MJ, Palepu A, Aubry T, Nisenbaum R, Gogosis E, Gadermann A, Cherner R, Farrell S, Misir V, Hwang SW.","BMC Public Health. 2016 Oct 3;16(1):1041. doi: 10.1186/s12889-016-3711-8.","To MJ","BMC Public Health","2016","2016/10/08","PMC5048475","","10.1186/s12889-016-3711-8"
"26482136","Contingency Management Abstinence Incentives: Cost and Implications for Treatment Tailoring","Cunningham C, Stitzer M, Campbell AN, Pavlicova M, Hu MC, Nunes EV.","J Subst Abuse Treat. 2017 Jan;72:134-139. doi: 10.1016/j.jsat.2015.08.010. Epub 2015 Sep 21.","Cunningham C","J Subst Abuse Treat","2017","2015/10/21","PMC4801730","NIHMS725158","10.1016/j.jsat.2015.08.010"
"28886395","Individual, peer, and family factor modification of neighborhood-level effects on adolescent alcohol, cigarette, e-cigarette, and marijuana use","Shih RA, Parast L, Pedersen ER, Troxel WM, Tucker JS, Miles JNV, Kraus L, D'Amico EJ.","Drug Alcohol Depend. 2017 Nov 1;180:76-85. doi: 10.1016/j.drugalcdep.2017.07.014. Epub 2017 Aug 8.","Shih RA","Drug Alcohol Depend","2017","2017/09/09","PMC5693315","NIHMS904728","10.1016/j.drugalcdep.2017.07.014"
"24837758","Binge drinking, stimulant use and HIV risk in a sample of illicit drug using heterosexual Black men","Keen L 2nd, Dyer TP, Whitehead NE, Latimer W.","Addict Behav. 2014 Sep;39(9):1342-5. doi: 10.1016/j.addbeh.2014.04.006. Epub 2014 Apr 13.","Keen L 2nd","Addict Behav","2014","2014/05/20","PMC4090766","NIHMS597223","10.1016/j.addbeh.2014.04.006"
"29596473","Psychoactive substances and violent offences: A retrospective analysis of presentations to an urban emergency department in Switzerland","Liakoni E, Gartwyl F, Ricklin M, Exadaktylos AK, Krähenbühl S.","PLoS One. 2018 Mar 29;13(3):e0195234. doi: 10.1371/journal.pone.0195234. eCollection 2018.","Liakoni E","PLoS One","2018","2018/03/30","PMC5875877","","10.1371/journal.pone.0195234"
"27685027","Pharmacoepigenetics of the role of DNA methylation in μ-opioid receptor expression in different human brain regions","Knothe C, Oertel BG, Ultsch A, Kettner M, Schmidt PH, Wunder C, Toennes SW, Geisslinger G, Lötsch J.","Epigenomics. 2016 Dec;8(12):1583-1599. doi: 10.2217/epi-2016-0072. Epub 2016 Sep 29.","Knothe C","Epigenomics","2016","2016/09/30","","","10.2217/epi-2016-0072"
"25768388","Using Photovoice with youth to develop a drug prevention program in a rural Hawaiian community","Helm S, Lee W, Hanakahi V, Gleason K, McCarthy K, Haumana.","Am Indian Alsk Native Ment Health Res. 2015;22(1):1-26. doi: 10.5820/aian.2201.2015.1.","Helm S","Am Indian Alsk Native Ment Health Res","2015","2015/03/14","PMC4401743","NIHMS676357","10.5820/aian.2201.2015.1"
"24779507","Does diversity matter? The need for longitudinal research on adolescent alcohol and drug use trajectories","D'Amico EJ, Tucker JS, Shih RA, Miles JN.","Subst Use Misuse. 2014 Jun;49(8):1069-73. doi: 10.3109/10826084.2014.862027.","D'Amico EJ","Subst Use Misuse","2014","2014/05/01","PMC4119610","NIHMS611793","10.3109/10826084.2014.862027"
"26979552","Barriers to Quitting Smoking Among Substance Dependent Patients Predict Smoking Cessation Treatment Outcome","Martin RA, Cassidy RN, Murphy CM, Rohsenow DJ.","J Subst Abuse Treat. 2016 May;64:7-12. doi: 10.1016/j.jsat.2016.02.007. Epub 2016 Feb 24.","Martin RA","J Subst Abuse Treat","2016","2016/03/17","PMC4818181","NIHMS763180","10.1016/j.jsat.2016.02.007"
"27444553","A Test-Replicate Approach to Candidate Gene Research on Addiction and Externalizing Disorders: A Collaboration Across Five Longitudinal Studies","Samek DR, Bailey J, Hill KG, Wilson S, Lee S, Keyes MA, Epstein M, Smolen A, Miller M, Winters KC, Hawkins JD, Catalano RF, Iacono WG, McGue M.","Behav Genet. 2016 Sep;46(5):608-626. doi: 10.1007/s10519-016-9800-8. Epub 2016 Jul 21.","Samek DR","Behav Genet","2016","2016/07/23","PMC5060092","NIHMS820790","10.1007/s10519-016-9800-8"
"27728830","""It's how we deal"": Perceptions of LGB peers' use of alcohol and other drugs to cope and sexual minority adults' own coping motivated substance use following the Pulse nightclub shooting","Boyle SC, LaBrie JW, Costine LD, Witkovic YD.","Addict Behav. 2017 Feb;65:51-55. doi: 10.1016/j.addbeh.2016.10.001. Epub 2016 Oct 5.","Boyle SC","Addict Behav","2017","2016/10/12","PMC5140745","NIHMS822079","10.1016/j.addbeh.2016.10.001"
"24376626","Orexinergic input to dopaminergic neurons of the human ventral tegmental area","Hrabovszky E, Molnár CS, Borsay BÁ, Gergely P, Herczeg L, Liposits Z.","PLoS One. 2013 Dec 20;8(12):e83029. doi: 10.1371/journal.pone.0083029. eCollection 2013.","Hrabovszky E","PLoS One","2013","2013/12/31","PMC3869755","","10.1371/journal.pone.0083029"
"26687202","Onset of Alcohol Use Disorders and Comorbid Psychiatric Disorders in a Military Cohort: Are there Critical Periods for Prevention of Alcohol Use Disorders?","Fink DS, Gallaway MS, Tamburrino MB, Liberzon I, Chan P, Cohen GH, Sampson L, Shirley E, Goto T, D'Arcangelo N, Fine T, Reed PL, Calabrese JR, Galea S.","Prev Sci. 2016 Apr;17(3):347-56. doi: 10.1007/s11121-015-0624-1.","Fink DS","Prev Sci","2016","2015/12/22","PMC4791188","NIHMS746550","10.1007/s11121-015-0624-1"
"33793637","Prevalence and patterns of illicit drug use in people with human immunodeficiency virus infection in Korea","Lee SO, Lee JE, Lee S, Lee SH, Kang JS.","PLoS One. 2021 Apr 1;16(4):e0249361. doi: 10.1371/journal.pone.0249361. eCollection 2021.","Lee SO","PLoS One","2021","2021/04/01","PMC8016334","","10.1371/journal.pone.0249361"
"26979417","Actor-Partner Effects of Male Couples Substance Use with Sex and Engagement in Condomless Anal Sex","Mitchell JW, Pan Y, Feaster D.","AIDS Behav. 2016 Dec;20(12):2904-2913. doi: 10.1007/s10461-016-1355-4.","Mitchell JW","AIDS Behav","2016","2016/03/17","PMC5602561","NIHMS902410","10.1007/s10461-016-1355-4"
"24784498","Substance use trends among younger vs. older homeless parolees","Nyamathi A, Salem B, Marshall L, Idemundia F, Mata R, Khalilifard F, Farabee D, Leake B.","J Addict Dis. 2014;33(2):124-33. doi: 10.1080/10550887.2014.909694.","Nyamathi A","J Addict Dis","2014","2014/05/03","PMC4096302","NIHMS591870","10.1080/10550887.2014.909694"
"25962090","Oxford recovery housing: Length of stay correlated with improved outcomes for women previously involved with the criminal justice system","Jason LA, Salina D, Ram D.","Subst Abus. 2016;37(1):248-54. doi: 10.1080/08897077.2015.1037946.","Jason LA","Subst Abus","2016","2015/05/12","PMC4826029","NIHMS771311","10.1080/08897077.2015.1037946"
"29293435","Molecular role of dopamine in anhedonia linked to reward deficiency syndrome (RDS) and anti- reward systems","Gold MS, Blum K, Febo M, Baron D, Modestino EJ, Elman I, Badgaiyan RD.","Front Biosci (Schol Ed). 2018 Mar 1;10(2):309-325. doi: 10.2741/s518.","Gold MS","Front Biosci (Schol Ed)","2018","2018/01/03","","","10.2741/s518"
"25113434","A meta-analysis of the relationship between trait mindfulness and substance use behaviors","Karyadi KA, VanderVeen JD, Cyders MA.","Drug Alcohol Depend. 2014 Oct 1;143:1-10. doi: 10.1016/j.drugalcdep.2014.07.014. Epub 2014 Jul 24.","Karyadi KA","Drug Alcohol Depend","2014","2014/08/13","PMC4263033","NIHMS646034","10.1016/j.drugalcdep.2014.07.014"
"33536180","Medical use and misuse of psychoactive prescription medications among US youth and young adults","Agaku I, Odani S, Nelson J.","Fam Med Community Health. 2021 Jan;9(1):e000374. doi: 10.1136/fmch-2020-000374.","Agaku I","Fam Med Community Health","2021","2021/02/04","PMC7871219","","10.1136/fmch-2020-000374"
"34371102","Adaptive Treatment for Youth With Substance Use and Depression: Early Depression Response and Short-term Outcomes","Curry JF, Kaminer Y, Goldston DB, Chan G, Wells KC, Burke RH, Inscoe AB, Meyer AE, Cheek SM.","J Am Acad Child Adolesc Psychiatry. 2022 Apr;61(4):508-519. doi: 10.1016/j.jaac.2021.07.807. Epub 2021 Aug 6.","Curry JF","J Am Acad Child Adolesc Psychiatry","2022","2021/08/09","PMC8818057","NIHMS1740581","10.1016/j.jaac.2021.07.807"
"25029583","Crack/cocaine users show more family problems than other substance users","Moura HF, Benzano D, Pechansky F, Kessler FH.","Clinics (Sao Paulo). 2014 Jul;69(7):497-9. doi: 10.6061/clinics/2014(07)10.","Moura HF","Clinics (Sao Paulo)","2014","2014/07/17","PMC4081881","","10.6061/clinics/2014(07)10"
"28524714","Consumption Patterns of Nightlife Attendees in Munich: A Latent-Class Analysis","Hannemann TV, Kraus L, Piontek D.","Subst Use Misuse. 2017 Sep 19;52(11):1511-1521. doi: 10.1080/10826084.2017.1290115. Epub 2017 May 19.","Hannemann TV","Subst Use Misuse","2017","2017/05/20","","","10.1080/10826084.2017.1290115"
"26003812","Socioeconomic factors associated with outcome after cardiac arrest in patients under the age of 65","Uray T, Mayr FB, Fitzgibbon J, Rittenberger JC, Callaway CW, Drabek T, Fabio A, Angus DC, Kochanek PM, Dezfulian C.","Resuscitation. 2015 Aug;93:14-9. doi: 10.1016/j.resuscitation.2015.04.032. Epub 2015 May 21.","Uray T","Resuscitation","2015","2015/05/25","PMC4856150","NIHMS695383","10.1016/j.resuscitation.2015.04.032"
"28097618","Sex Behaviors as Social Cues Motivating Social Venue Patronage Among Young Black Men Who Have Sex with Men","Young LE, Michaels S, Jonas A, Khanna AS, Skaathun B, Morgan E, Schneider JA; uConnect Study Team.","AIDS Behav. 2017 Oct;21(10):2924-2934. doi: 10.1007/s10461-017-1679-8.","Young LE","AIDS Behav","2017","2017/01/19","PMC5513785","NIHMS844638","10.1007/s10461-017-1679-8"
"23726845","CREB phosphorylation regulates striatal transcriptional responses in the self-administration model of methamphetamine addiction in the rat","Krasnova IN, Chiflikyan M, Justinova Z, McCoy MT, Ladenheim B, Jayanthi S, Quintero C, Brannock C, Barnes C, Adair JE, Lehrmann E, Kobeissy FH, Gold MS, Becker KG, Goldberg SR, Cadet JL.","Neurobiol Dis. 2013 Oct;58:132-43. doi: 10.1016/j.nbd.2013.05.009. Epub 2013 May 30.","Krasnova IN","Neurobiol Dis","2013","2013/06/04","PMC3748236","NIHMS487277","10.1016/j.nbd.2013.05.009"
"26778260","Predictors of Weapon-Related Behaviors among African American, Latino, and White Youth","Shetgiri R, Boots DP, Lin H, Cheng TL.","J Pediatr. 2016 Apr;171:277-82. doi: 10.1016/j.jpeds.2015.12.008. Epub 2016 Jan 14.","Shetgiri R","J Pediatr","2016","2016/01/19","PMC4808602","NIHMS749568","10.1016/j.jpeds.2015.12.008"
"23891459","A randomized controlled trial of a group motivational interviewing intervention for adolescents with a first time alcohol or drug offense","D'Amico EJ, Hunter SB, Miles JN, Ewing BA, Osilla KC.","J Subst Abuse Treat. 2013 Nov-Dec;45(5):400-8. doi: 10.1016/j.jsat.2013.06.005. Epub 2013 Jul 24.","D'Amico EJ","J Subst Abuse Treat","2013","2013/07/30","PMC3826597","NIHMS498544","10.1016/j.jsat.2013.06.005"
