PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28009282","Beyond Epilepsy and Autism: Disruption of GABRB3 Causes Ocular Hypopigmentation","Delahanty RJ, Zhang Y, Bichell TJ, Shen W, Verdier K, Macdonald RL, Xu L, Boyd K, Williams J, Kang JQ.","Cell Rep. 2016 Dec 20;17(12):3115-3124. doi: 10.1016/j.celrep.2016.11.067.","Delahanty RJ","Cell Rep","2016","2016/12/24","PMC5240804","NIHMS836970","10.1016/j.celrep.2016.11.067"
"18821008","GABA(A) receptor downregulation in brains of subjects with autism","Fatemi SH, Reutiman TJ, Folsom TD, Thuras PD.","J Autism Dev Disord. 2009 Feb;39(2):223-30. doi: 10.1007/s10803-008-0646-7. Epub 2008 Sep 23.","Fatemi SH","J Autism Dev Disord","2009","2008/09/30","PMC2697059","NIHMS121104","10.1007/s10803-008-0646-7"
"24365486","Visual motion processing and visual sensorimotor control in autism","Takarae Y, Luna B, Minshew NJ, Sweeney JA.","J Int Neuropsychol Soc. 2014 Jan;20(1):113-22. doi: 10.1017/S1355617713001203.","Takarae Y","J Int Neuropsychol Soc","2014","2013/12/25","PMC6082018","NIHMS916724","10.1017/S1355617713001203"
"35556144","Maturation Delay of Human GABAergic Neurogenesis in Fragile X Syndrome Pluripotent Stem Cells","Zhang A, Sokolova I, Domissy A, Davis J, Rao L, Hana Utami K, Wang Y, Hagerman RJ, Pouladi MA, Sanna P, Boland MJ, Loring JF.","Stem Cells Transl Med. 2022 Jun 22;11(6):613-629. doi: 10.1093/stcltm/szac022.","Zhang A","Stem Cells Transl Med","2022","2022/05/13","PMC9216490","","10.1093/stcltm/szac022"
"40257863","Requirements for the neurodevelopmental disorder-associated gene ZNF292 in human cortical interneuron development and function","Kaushik K, Chapman G, Prakasam R, Batool F, Saleh M, Determan J, Huettner JE, Kroll KL.","Cell Rep. 2025 May 27;44(5):115597. doi: 10.1016/j.celrep.2025.115597. Epub 2025 Apr 20.","Kaushik K","Cell Rep","2025","2025/04/21","PMC12283078","NIHMS2085632","10.1016/j.celrep.2025.115597"
"35821032","Generational synaptic functions of GABA(A) receptor β3 subunit deteriorations in an animal model of social deficit","Chu MC, Wu HF, Lee CW, Chung YJ, Chi H, Chen PS, Lin HC.","J Biomed Sci. 2022 Jul 11;29(1):51. doi: 10.1186/s12929-022-00835-w.","Chu MC","J Biomed Sci","2022","2022/07/12","PMC9277936","","10.1186/s12929-022-00835-w"
"27932026","Gene-environment interactions in cortical interneuron development and dysfunction: A review of preclinical studies","Ansen-Wilson LJ, Lipinski RJ.","Neurotoxicology. 2017 Jan;58:120-129. doi: 10.1016/j.neuro.2016.12.002. Epub 2016 Dec 5.","Ansen-Wilson LJ","Neurotoxicology","2017","2016/12/10","PMC5328258","NIHMS835384","10.1016/j.neuro.2016.12.002"
"28794973","Increased glutamate/GABA+ ratio in a shared autistic and schizotypal trait phenotype termed Social Disorganisation","Ford TC, Nibbs R, Crewther DP.","Neuroimage Clin. 2017 Jul 24;16:125-131. doi: 10.1016/j.nicl.2017.07.009. eCollection 2017.","Ford TC","Neuroimage Clin","2017","2017/08/11","PMC5537407","","10.1016/j.nicl.2017.07.009"
"20691252","White matter neuron alterations in schizophrenia and related disorders","Connor CM, Crawford BC, Akbarian S.","Int J Dev Neurosci. 2011 May;29(3):325-34. doi: 10.1016/j.ijdevneu.2010.07.236. Epub 2010 Aug 4.","Connor CM","Int J Dev Neurosci","2011","2010/08/10","PMC2992083","NIHMS228105","10.1016/j.ijdevneu.2010.07.236"
"31272685","Habituation Learning Is a Widely Affected Mechanism in Drosophila Models of Intellectual Disability and Autism Spectrum Disorders","Fenckova M, Blok LER, Asztalos L, Goodman DP, Cizek P, Singgih EL, Glennon JC, IntHout J, Zweier C, Eichler EE, von Reyn CR, Bernier RA, Asztalos Z, Schenck A.","Biol Psychiatry. 2019 Aug 15;86(4):294-305. doi: 10.1016/j.biopsych.2019.04.029. Epub 2019 May 9.","Fenckova M","Biol Psychiatry","2019","2019/07/06","PMC7053436","NIHMS1548822","10.1016/j.biopsych.2019.04.029"
"36307390","Neurexin1α knockout rats display oscillatory abnormalities and sensory processing deficits back-translating key endophenotypes of psychiatric disorders","Janz P, Bainier M, Marashli S, Schoenenberger P, Valencia M, Redondo RL.","Transl Psychiatry. 2022 Oct 28;12(1):455. doi: 10.1038/s41398-022-02224-1.","Janz P","Transl Psychiatry","2022","2022/10/28","PMC9616904","","10.1038/s41398-022-02224-1"
"20381588","Genetic disruption of the autism spectrum disorder risk gene PLAUR induces GABAA receptor subunit changes","Eagleson KL, Gravielle MC, Schlueter McFadyen-Ketchum LJ, Russek SJ, Farb DH, Levitt P.","Neuroscience. 2010 Jul 14;168(3):797-810. doi: 10.1016/j.neuroscience.2010.03.066. Epub 2010 Apr 7.","Eagleson KL","Neuroscience","2010","2010/04/13","PMC2880553","NIHMS195758","10.1016/j.neuroscience.2010.03.066"
"32398021","Endoplasmic reticulum retention and degradation of a mutation in SLC6A1 associated with epilepsy and autism","Wang J, Poliquin S, Mermer F, Eissman J, Delpire E, Wang J, Shen W, Cai K, Li BM, Li ZY, Xu D, Nwosu G, Flamm C, Liao WP, Shi YW, Kang JQ.","Mol Brain. 2020 May 12;13(1):76. doi: 10.1186/s13041-020-00612-6.","Wang J","Mol Brain","2020","2020/05/14","PMC7218610","","10.1186/s13041-020-00612-6"
"35907244","Histone Deacetylase Inhibition Restores Behavioral and Synaptic Function in a Mouse Model of 16p11.2 Deletion","Wang W, Tan T, Cao Q, Zhang F, Rein B, Duan WM, Yan Z.","Int J Neuropsychopharmacol. 2022 Oct 25;25(10):877-889. doi: 10.1093/ijnp/pyac048.","Wang W","Int J Neuropsychopharmacol","2022","2022/07/30","PMC9593221","","10.1093/ijnp/pyac048"
"33534145","Phenobarbital, midazolam, bumetanide, and neonatal seizures: The devil is in the details","Ben-Ari Y, Delpire E.","Epilepsia. 2021 Apr;62(4):935-940. doi: 10.1111/epi.16830. Epub 2021 Feb 3.","Ben-Ari Y","Epilepsia","2021","2021/02/03","PMC8035263","NIHMS1663510","10.1111/epi.16830"
"34633442","Gain-of-function variants in GABRD reveal a novel pathway for neurodevelopmental disorders and epilepsy","Ahring PK, Liao VWY, Gardella E, Johannesen KM, Krey I, Selmer KK, Stadheim BF, Davis H, Peinhardt C, Koko M, Coorg RK, Syrbe S, Bertsche A, Santiago-Sim T, Diemer T, Fenger CD, Platzer K, Eichler EE, Lerche H, Lemke JR, Chebib M, Møller RS.","Brain. 2022 May 24;145(4):1299-1309. doi: 10.1093/brain/awab391.","Ahring PK","Brain","2022","2021/10/11","PMC9630717","","10.1093/brain/awab391"
"40087687","Analysis of neurexin-neuroligin complexes supports an isoform-specific role for beta-neurexin-1 dysfunction in a mouse model of autism","Arias-Aragón F, Robles-Lanuza E, Sánchez-Gómez Á, Martinez-Mir A, Scholl FG.","Mol Brain. 2025 Mar 14;18(1):20. doi: 10.1186/s13041-025-01183-0.","Arias-Aragón F","Mol Brain","2025","2025/03/15","PMC11909895","","10.1186/s13041-025-01183-0"
"34028503","Common molecular mechanisms of SLC6A1 variant-mediated neurodevelopmental disorders in astrocytes and neurons","Mermer F, Poliquin S, Rigsby K, Rastogi A, Shen W, Romero-Morales A, Nwosu G, McGrath P, Demerast S, Aoto J, Bilousova G, Lal D, Gama V, Kang JQ.","Brain. 2021 Sep 4;144(8):2499-2512. doi: 10.1093/brain/awab207.","Mermer F","Brain","2021","2021/05/24","PMC8418336","","10.1093/brain/awab207"
"39485283","FGF8-mediated gene regulation affects regional identity in human cerebral organoids","Bertacchi M, Maharaux G, Loubat A, Jung M, Studer M.","Elife. 2024 Nov 1;13:e98096. doi: 10.7554/eLife.98096.","Bertacchi M","Elife","2024","2024/11/01","PMC11581432","","10.7554/eLife.98096"
"35458177","Bifidobacterium longum CCFM1077 Ameliorated Neurotransmitter Disorder and Neuroinflammation Closely Linked to Regulation in the Kynurenine Pathway of Autistic-like Rats","Kong Q, Chen Q, Mao X, Wang G, Zhao J, Zhang H, Chen W.","Nutrients. 2022 Apr 13;14(8):1615. doi: 10.3390/nu14081615.","Kong Q","Nutrients","2022","2022/04/23","PMC9031594","","10.3390/nu14081615"
"21303731","Deficits in GABA(B) receptor system in schizophrenia and mood disorders: a postmortem study","Fatemi SH, Folsom TD, Thuras PD.","Schizophr Res. 2011 May;128(1-3):37-43. doi: 10.1016/j.schres.2010.12.025. Epub 2011 Feb 8.","Fatemi SH","Schizophr Res","2011","2011/02/10","PMC3085603","NIHMS272279","10.1016/j.schres.2010.12.025"
"30799683","Altered Forebrain Functional Connectivity and Neurotransmission in a Kinase-Inactive Met Mouse Model of Autism","Tang S, Powell EM, Zhu W, Lo FS, Erzurumlu RS, Xu S.","Mol Imaging. 2019 Jan-Dec;18:1536012118821034. doi: 10.1177/1536012118821034.","Tang S","Mol Imaging","2019","2019/02/26","PMC6322103","","10.1177/1536012118821034"
"38183586","Shank3 Deficiency Results in a Reduction in GABAergic Postsynaptic Puncta in the Olfactory Brain Areas","Mihalj D, Borbelyova V, Pirnik Z, Bacova Z, Ostatnikova D, Bakos J.","Neurochem Res. 2024 Apr;49(4):1008-1016. doi: 10.1007/s11064-023-04097-2. Epub 2024 Jan 6.","Mihalj D","Neurochem Res","2024","2024/01/06","PMC10902016","","10.1007/s11064-023-04097-2"
"15615769","Epigenetic overlap in autism-spectrum neurodevelopmental disorders: MECP2 deficiency causes reduced expression of UBE3A and GABRB3","Samaco RC, Hogart A, LaSalle JM.","Hum Mol Genet. 2005 Feb 15;14(4):483-92. doi: 10.1093/hmg/ddi045. Epub 2004 Dec 22.","Samaco RC","Hum Mol Genet","2005","2004/12/24","PMC1224722","NIHMS2532","10.1093/hmg/ddi045"
"32269107","MECP2 Duplication Causes Aberrant GABA Pathways, Circuits and Behaviors in Transgenic Monkeys: Neural Mappings to Patients with Autism","Cai DC, Wang Z, Bo T, Yan S, Liu Y, Liu Z, Zeljic K, Chen X, Zhan Y, Xu X, Du Y, Wang Y, Cang J, Wang GZ, Zhang J, Sun Q, Qiu Z, Ge S, Ye Z, Wang Z.","J Neurosci. 2020 May 6;40(19):3799-3814. doi: 10.1523/JNEUROSCI.2727-19.2020. Epub 2020 Apr 8.","Cai DC","J Neurosci","2020","2020/04/10","PMC7204082","","10.1523/JNEUROSCI.2727-19.2020"
"25700501","Neuroscience. Can oxytocin treat autism?","Young LJ, Barrett CE.","Science. 2015 Feb 20;347(6224):825-6. doi: 10.1126/science.aaa8120.","Young LJ","Science","2015","2015/02/21","PMC4362686","NIHMS670029","10.1126/science.aaa8120"
"29028946","Mouse Cntnap2 and Human CNTNAP2 ASD Alleles Cell Autonomously Regulate PV+ Cortical Interneurons","Vogt D, Cho KKA, Shelton SM, Paul A, Huang ZJ, Sohal VS, Rubenstein JLR.","Cereb Cortex. 2018 Nov 1;28(11):3868-3879. doi: 10.1093/cercor/bhx248.","Vogt D","Cereb Cortex","2018","2017/10/14","PMC6455910","","10.1093/cercor/bhx248"
"20557420","Decreased GABA(B) receptors in the cingulate cortex and fusiform gyrus in autism","Oblak AL, Gibbs TT, Blatt GJ.","J Neurochem. 2010 Sep 1;114(5):1414-23. doi: 10.1111/j.1471-4159.2010.06858.x. Epub 2010 Jun 12.","Oblak AL","J Neurochem","2010","2010/06/19","PMC2923229","NIHMS217011","10.1111/j.1471-4159.2010.06858.x"
"41485614","Cortical parvalbumin-positive neurons: Functional and ontogenetic characteristics and their relationship to brain pathologies","Becerra-Hernández LV, Ortiz-Muñoz D, Sánchez-Escobar A, González-Acosta CA, Buriticá-Ramírez E, Martínez-Cerdeño V.","Brain Res. 2026 Mar 1;1874:150141. doi: 10.1016/j.brainres.2025.150141. Epub 2026 Jan 2.","Becerra-Hernández LV","Brain Res","2026","2026/01/04","","","10.1016/j.brainres.2025.150141"
"29315614","Defining the phenotypic spectrum of SLC6A1 mutations","Johannesen KM, Gardella E, Linnankivi T, Courage C, de Saint Martin A, Lehesjoki AE, Mignot C, Afenjar A, Lesca G, Abi-Warde MT, Chelly J, Piton A, Merritt JL 2nd, Rodan LH, Tan WH, Bird LM, Nespeca M, Gleeson JG, Yoo Y, Choi M, Chae JH, Czapansky-Beilman D, Reichert SC, Pendziwiat M, Verhoeven JS, Schelhaas HJ, Devinsky O, Christensen J, Specchio N, Trivisano M, Weber YG, Nava C, Keren B, Doummar D, Schaefer E, Hopkins S, Dubbs H, Shaw JE, Pisani L, Myers CT, Tang S, Tang S, Pal DK, Millichap JJ, Carvill GL, Helbig KL, Mecarelli O, Striano P, Helbig I, Rubboli G, Mefford HC, Møller RS.","Epilepsia. 2018 Feb;59(2):389-402. doi: 10.1111/epi.13986. Epub 2018 Jan 8.","Johannesen KM","Epilepsia","2018","2018/01/10","PMC5912688","NIHMS954129","10.1111/epi.13986"
"32842956","Genetic control of temperament traits across species: association of autism spectrum disorder risk genes with cattle temperament","Costilla R, Kemper KE, Byrne EM, Porto-Neto LR, Carvalheiro R, Purfield DC, Doyle JL, Berry DP, Moore SS, Wray NR, Hayes BJ.","Genet Sel Evol. 2020 Aug 26;52(1):51. doi: 10.1186/s12711-020-00569-z.","Costilla R","Genet Sel Evol","2020","2020/08/27","PMC7448488","","10.1186/s12711-020-00569-z"
"16240413","Positron emission tomography methods with potential for increased understanding of mental retardation and developmental disabilities","Sundaram SK, Chugani HT, Chugani DC.","Ment Retard Dev Disabil Res Rev. 2005;11(4):325-30. doi: 10.1002/mrdd.20086.","Sundaram SK","Ment Retard Dev Disabil Res Rev","2005","2005/10/22","","","10.1002/mrdd.20086"
"34326312","Region-specific elevations of glutamate + glutamine correlate with the sensory symptoms of autism spectrum disorders","He JL, Oeltzschner G, Mikkelsen M, Deronda A, Harris AD, Crocetti D, Wodka EL, Mostofsky SH, Edden RAE, Puts NAJ.","Transl Psychiatry. 2021 Jul 29;11(1):411. doi: 10.1038/s41398-021-01525-1.","He JL","Transl Psychiatry","2021","2021/07/30","PMC8322079","","10.1038/s41398-021-01525-1"
"29846173","Endothelial GABA signaling: a phoenix awakened","Choi YK, Vasudevan A.","Aging (Albany NY). 2018 May 22;10(5):859-860. doi: 10.18632/aging.101457.","Choi YK","Aging (Albany NY)","2018","2018/05/31","PMC5990386","","10.18632/aging.101457"
"36654288","Improved symptoms following bumetanide treatment in children aged 3-6 years with autism spectrum disorder: a randomized, double-blind, placebo-controlled trial","Dai Y, Zhang L, Yu J, Zhou X, He H, Ji Y, Wang K, Du X, Liu X, Tang Y, Deng S, Langley C, Li WG, Zhang J, Feng J, Sahakian BJ, Luo Q, Li F.","Sci Bull (Beijing). 2021 Aug 15;66(15):1591-1598. doi: 10.1016/j.scib.2021.01.008. Epub 2021 Jan 16.","Dai Y","Sci Bull (Beijing)","2021","2023/01/19","","","10.1016/j.scib.2021.01.008"
"19002745","Expression of GABA(B) receptors is altered in brains of subjects with autism","Fatemi SH, Folsom TD, Reutiman TJ, Thuras PD.","Cerebellum. 2009 Mar;8(1):64-9. doi: 10.1007/s12311-008-0075-3.","Fatemi SH","Cerebellum","2009","2008/11/13","PMC2732344","NIHMS121111","10.1007/s12311-008-0075-3"
"16770606","Investigation of autism and GABA receptor subunit genes in multiple ethnic groups","Collins AL, Ma D, Whitehead PL, Martin ER, Wright HH, Abramson RK, Hussman JP, Haines JL, Cuccaro ML, Gilbert JR, Pericak-Vance MA.","Neurogenetics. 2006 Jul;7(3):167-74. doi: 10.1007/s10048-006-0045-1. Epub 2006 Jun 13.","Collins AL","Neurogenetics","2006","2006/06/14","PMC1513515","","10.1007/s10048-006-0045-1"
"33182669","Direct Conversion of Human Stem Cell-Derived Glial Progenitor Cells into GABAergic Interneurons","Giacomoni J, Bruzelius A, Stamouli CA, Rylander Ottosson D.","Cells. 2020 Nov 10;9(11):2451. doi: 10.3390/cells9112451.","Giacomoni J","Cells","2020","2020/11/13","PMC7698048","","10.3390/cells9112451"
"23392116","GABAergic synaptic inputs of locus coeruleus neurons in wild-type and Mecp2-null mice","Jin X, Cui N, Zhong W, Jin XT, Jiang C.","Am J Physiol Cell Physiol. 2013 May 1;304(9):C844-57. doi: 10.1152/ajpcell.00399.2012. Epub 2013 Feb 7.","Jin X","Am J Physiol Cell Physiol","2013","2013/02/09","PMC3651605","","10.1152/ajpcell.00399.2012"
"38696601","Increased number of excitatory synapsis and decreased number of inhibitory synapsis in the prefrontal cortex in autism","Vakilzadeh G, Maseko BC, Bartely TD, McLennan YA, Martínez-Cerdeño V.","Cereb Cortex. 2024 May 2;34(13):121-128. doi: 10.1093/cercor/bhad268.","Vakilzadeh G","Cereb Cortex","2024","2024/05/02","PMC11065106","","10.1093/cercor/bhad268"
"31004928","Novel variants and phenotypes widen the phenotypic spectrum of GABRG2-related disorders","Komulainen-Ebrahim J, Schreiber JM, Kangas SM, Pylkäs K, Suo-Palosaari M, Rahikkala E, Liinamaa J, Immonen EV, Hassinen I, Myllynen P, Rantala H, Hinttala R, Uusimaa J.","Seizure. 2019 Jul;69:99-104. doi: 10.1016/j.seizure.2019.03.010. Epub 2019 Mar 19.","Komulainen-Ebrahim J","Seizure","2019","2019/04/21","","","10.1016/j.seizure.2019.03.010"
"38042358","The impact of maternal immune activation on GABAergic interneuron development: A systematic review of rodent studies and their translational implications","Gillespie B, Panthi S, Sundram S, Hill RA.","Neurosci Biobehav Rev. 2024 Jan;156:105488. doi: 10.1016/j.neubiorev.2023.105488. Epub 2023 Nov 30.","Gillespie B","Neurosci Biobehav Rev","2024","2023/12/02","","","10.1016/j.neubiorev.2023.105488"
"40806641","Common Genomic and Proteomic Alterations Related to Disturbed Neural Oscillatory Activity in Schizophrenia","Trombka D, Meiron O.","Int J Mol Sci. 2025 Aug 4;26(15):7514. doi: 10.3390/ijms26157514.","Trombka D","Int J Mol Sci","2025","2025/08/14","PMC12347343","","10.3390/ijms26157514"
"32424307","Excitation-inhibition balance and auditory multistable perception are correlated with autistic traits and schizotypy in a non-clinical population","Kondo HM, Lin IF.","Sci Rep. 2020 May 18;10(1):8171. doi: 10.1038/s41598-020-65126-6.","Kondo HM","Sci Rep","2020","2020/05/20","PMC7234986","","10.1038/s41598-020-65126-6"
"41761984","Ion Channel Dysregulation in Neurodevelopmental Disorders: Mechanisms, Models, and Therapeutic Advances","Shi Z, Li S, Jin X.","Front Biosci (Landmark Ed). 2026 Jan 31;31(2):43770. doi: 10.31083/FBL43770.","Shi Z","Front Biosci (Landmark Ed)","2026","2026/02/28","","","10.31083/FBL43770"
"33772085","A pioneering study indicate role of GABRQ rs3810651 in ASD severity of Indo-Caucasoid female probands","Saha S, Chatterjee M, Sinha S, Mukhopadhyay K.","Sci Rep. 2021 Mar 26;11(1):7010. doi: 10.1038/s41598-021-86496-5.","Saha S","Sci Rep","2021","2021/03/27","PMC7997895","","10.1038/s41598-021-86496-5"
"31119867","Gastrointestinal dysfunction in patients and mice expressing the autism-associated R451C mutation in neuroligin-3","Hosie S, Ellis M, Swaminathan M, Ramalhosa F, Seger GO, Balasuriya GK, Gillberg C, Råstam M, Churilov L, McKeown SJ, Yalcinkaya N, Urvil P, Savidge T, Bell CA, Bodin O, Wood J, Franks AE, Bornstein JC, Hill-Yardin EL.","Autism Res. 2019 Jul;12(7):1043-1056. doi: 10.1002/aur.2127. Epub 2019 May 22.","Hosie S","Autism Res","2019","2019/05/24","PMC6606367","NIHMS1028815","10.1002/aur.2127"
"26586374","The basolateral amygdala γ-aminobutyric acidergic system in health and disease","Prager EM, Bergstrom HC, Wynn GH, Braga MF.","J Neurosci Res. 2016 Jun;94(6):548-67. doi: 10.1002/jnr.23690. Epub 2015 Nov 19.","Prager EM","J Neurosci Res","2016","2015/11/21","PMC4837071","NIHMS731812","10.1002/jnr.23690"
"38570872","Neuroligin-2 shapes individual slow waves during slow-wave sleep and the response to sleep deprivation in mice","Leduc T, El Alami H, Bougadir K, Bélanger-Nelson E, Mongrain V.","Mol Autism. 2024 Apr 3;15(1):13. doi: 10.1186/s13229-024-00594-5.","Leduc T","Mol Autism","2024","2024/04/03","PMC10993465","","10.1186/s13229-024-00594-5"
"41706855","Human microglia in brain assembloids display region-specific diversity and respond to hyperexcitable neurons carrying SCN2A mutation","Wu J, Chen X, Zhang J, Wettschurack K, Robinson M, Li W, Zhao Y, Yoo YE, Deming BA, Shu Y, Abeyaratna AD, Que Z, Du D, Tegtmeyer M, Yuan C, Skarnes WC, Zhang ZY, Rochet JC, Wu LJ, Yang Y.","Sci Adv. 2026 Feb 20;12(8):eady2977. doi: 10.1126/sciadv.ady2977. Epub 2026 Feb 18.","Wu J","Sci Adv","2026","2026/02/18","PMC12915608","","10.1126/sciadv.ady2977"
"33542524","Activity-dependent regulome of human GABAergic neurons reveals new patterns of gene regulation and neurological disease heritability","Boulting GL, Durresi E, Ataman B, Sherman MA, Mei K, Harmin DA, Carter AC, Hochbaum DR, Granger AJ, Engreitz JM, Hrvatin S, Blanchard MR, Yang MG, Griffith EC, Greenberg ME.","Nat Neurosci. 2021 Mar;24(3):437-448. doi: 10.1038/s41593-020-00786-1. Epub 2021 Feb 4.","Boulting GL","Nat Neurosci","2021","2021/02/05","PMC7933108","NIHMS1656365","10.1038/s41593-020-00786-1"
"29483603","Bumetanide for autism: more eye contact, less amygdala activation","Hadjikhani N, Åsberg Johnels J, Lassalle A, Zürcher NR, Hippolyte L, Gillberg C, Lemonnier E, Ben-Ari Y.","Sci Rep. 2018 Feb 26;8(1):3602. doi: 10.1038/s41598-018-21958-x.","Hadjikhani N","Sci Rep","2018","2018/02/28","PMC5827728","","10.1038/s41598-018-21958-x"
"25419976","Anterior insula GABA levels correlate with emotional aspects of empathy: a proton magnetic resonance spectroscopy study","Wang Q, Zhang Z, Dong F, Chen L, Zheng L, Guo X, Li J.","PLoS One. 2014 Nov 24;9(11):e113845. doi: 10.1371/journal.pone.0113845. eCollection 2014.","Wang Q","PLoS One","2014","2014/11/25","PMC4242717","","10.1371/journal.pone.0113845"
"37434477","Vinpocetine improved neuropsychiatric and epileptic outcomes in a patient with a GABRA1 loss-of-function variant","Gjerulfsen CE, Mieszczanek TS, Johannesen KM, Liao VWY, Chebib M, Nørby HAJ, Gardella E, Rubboli G, Ahring P, Møller RS.","Ann Clin Transl Neurol. 2023 Aug;10(8):1493-1498. doi: 10.1002/acn3.51838. Epub 2023 Jul 11.","Gjerulfsen CE","Ann Clin Transl Neurol","2023","2023/07/12","PMC10424645","","10.1002/acn3.51838"
"35149383","Cellular and molecular mechanisms underlying autism spectrum disorders and associated comorbidities: A pathophysiological review","Al Dera H.","Biomed Pharmacother. 2022 Apr;148:112688. doi: 10.1016/j.biopha.2022.112688. Epub 2022 Feb 8.","Al Dera H","Biomed Pharmacother","2022","2022/02/12","","","10.1016/j.biopha.2022.112688"
"31198525","CYFIP1 overexpression increases fear response in mice but does not affect social or repetitive behavioral phenotypes","Fricano-Kugler C, Gordon A, Shin G, Gao K, Nguyen J, Berg J, Starks M, Geschwind DH.","Mol Autism. 2019 Jun 7;10:25. doi: 10.1186/s13229-019-0278-0. eCollection 2019.","Fricano-Kugler C","Mol Autism","2019","2019/06/15","PMC6555997","","10.1186/s13229-019-0278-0"
"36658491","Identifying foetal forebrain interneurons as a target for monogenic autism risk factors and the polygenic 16p11.2 microdeletion","Yang Y, Booker SA, Clegg JM, Quintana-Urzainqui I, Sumera A, Kozic Z, Dando O, Martin Lorenzo S, Herault Y, Kind PC, Price DJ, Pratt T.","BMC Neurosci. 2023 Jan 19;24(1):5. doi: 10.1186/s12868-022-00771-3.","Yang Y","BMC Neurosci","2023","2023/01/19","PMC9850541","","10.1186/s12868-022-00771-3"
"32099100","Reversal of synaptic and behavioral deficits in a 16p11.2 duplication mouse model via restoration of the GABA synapse regulator Npas4","Rein B, Tan T, Yang F, Wang W, Williams J, Zhang F, Mills A, Yan Z.","Mol Psychiatry. 2021 Jun;26(6):1967-1979. doi: 10.1038/s41380-020-0693-9. Epub 2020 Feb 25.","Rein B","Mol Psychiatry","2021","2020/02/27","PMC7483162","NIHMS1562323","10.1038/s41380-020-0693-9"
"37175835","Single-Cell Transcriptomics Reveals Conserved Regulatory Networks in Human and Mouse Interneuron Development","Keefe F, Monzón-Sandoval J, Rosser AE, Webber C, Li M.","Int J Mol Sci. 2023 May 1;24(9):8122. doi: 10.3390/ijms24098122.","Keefe F","Int J Mol Sci","2023","2023/05/13","PMC10179417","","10.3390/ijms24098122"
"20066485","mRNA and protein levels for GABAAalpha4, alpha5, beta1 and GABABR1 receptors are altered in brains from subjects with autism","Fatemi SH, Reutiman TJ, Folsom TD, Rooney RJ, Patel DH, Thuras PD.","J Autism Dev Disord. 2010 Jun;40(6):743-50. doi: 10.1007/s10803-009-0924-z.","Fatemi SH","J Autism Dev Disord","2010","2010/01/13","PMC2865581","NIHMS174919","10.1007/s10803-009-0924-z"
"40962237","Decoding the brain's excitatory-inhibitory metabolite balance in relation to sensory responsivity and autistic traits","Chen C, Tsai SY, Tahamata VM, Chuang YH, Cheng Y, Fan YT.","Neuroimage. 2025 Oct 15;320:121470. doi: 10.1016/j.neuroimage.2025.121470. Epub 2025 Sep 15.","Chen C","Neuroimage","2025","2025/09/17","","","10.1016/j.neuroimage.2025.121470"
"25124326","A novel variant in GABRB2 associated with intellectual disability and epilepsy","Srivastava S, Cohen J, Pevsner J, Aradhya S, McKnight D, Butler E, Johnston M, Fatemi A.","Am J Med Genet A. 2014 Nov;164A(11):2914-21. doi: 10.1002/ajmg.a.36714. Epub 2014 Aug 13.","Srivastava S","Am J Med Genet A","2014","2014/08/16","PMC4205182","NIHMS613203","10.1002/ajmg.a.36714"
"37788940","Hyperexcitability in the Olfactory Bulb and Impaired Fine Odor Discrimination in the Fmr1 KO Mouse Model of Fragile X Syndrome","Kuruppath P, Xue L, Pouille F, Jones ST, Schoppa NE.","J Neurosci. 2023 Nov 29;43(48):8243-8258. doi: 10.1523/JNEUROSCI.0584-23.2023.","Kuruppath P","J Neurosci","2023","2023/10/03","PMC10697393","","10.1523/JNEUROSCI.0584-23.2023"
"33446247","Schizophrenia risk ZNF804A interacts with its associated proteins to modulate dendritic morphology and synaptic development","Dong F, Mao J, Chen M, Yoon J, Mao Y.","Mol Brain. 2021 Jan 14;14(1):12. doi: 10.1186/s13041-021-00729-2.","Dong F","Mol Brain","2021","2021/01/15","PMC7809827","","10.1186/s13041-021-00729-2"
"29867371","PV Interneurons: Critical Regulators of E/I Balance for Prefrontal Cortex-Dependent Behavior and Psychiatric Disorders","Ferguson BR, Gao WJ.","Front Neural Circuits. 2018 May 16;12:37. doi: 10.3389/fncir.2018.00037. eCollection 2018.","Ferguson BR","Front Neural Circuits","2018","2018/06/06","PMC5964203","","10.3389/fncir.2018.00037"
"37558489","Interneuron-Targeted Disruption of SYNGAP1 Alters Sensory Representations in the Neocortex and Impairs Sensory Learning","Zhao M, Kwon SE.","J Neurosci. 2023 Aug 30;43(35):6212-6226. doi: 10.1523/JNEUROSCI.1997-22.2023. Epub 2023 Aug 9.","Zhao M","J Neurosci","2023","2023/08/09","PMC10476640","","10.1523/JNEUROSCI.1997-22.2023"
"40650313","Mechanistic Links Between Gut Dysbiosis, Insulin Resistance, and Autism Spectrum Disorder","Guevara-Ramírez P, Tamayo-Trujillo R, Ruiz-Pozo VA, Cadena-Ullauri S, Paz-Cruz E, Zambrano AK.","Int J Mol Sci. 2025 Jul 7;26(13):6537. doi: 10.3390/ijms26136537.","Guevara-Ramírez P","Int J Mol Sci","2025","2025/07/12","PMC12249569","","10.3390/ijms26136537"
