PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30055590","The prevalence of psychiatric disorders among students aged 6~ 16 years old in central Hunan, China","Shen YM, Chan BSM, Liu JB, Zhou YY, Cui XL, He YQ, Fang YM, Xiang YT, Luo XR.","BMC Psychiatry. 2018 Jul 28;18(1):243. doi: 10.1186/s12888-018-1823-7.","Shen YM","BMC Psychiatry","2018","2018/07/30","PMC6064142","","10.1186/s12888-018-1823-7"
"28489137","New light on executive function and attention deficit hyperactivity disorder","Araujo APQC.","Arq Neuropsiquiatr. 2017 Apr;75(4):203. doi: 10.1590/0004-282X20170038.","Araujo APQC","Arq Neuropsiquiatr","2017","2017/05/11","","","10.1590/0004-282X20170038"
"29049225","Factors related to pediatric obstructive sleep apnea-hypopnea syndrome in children with attention deficit hyperactivity disorder in different age groups","Wu J, Gu M, Chen S, Chen W, Ni K, Xu H, Li X.","Medicine (Baltimore). 2017 Oct;96(42):e8281. doi: 10.1097/MD.0000000000008281.","Wu J","Medicine (Baltimore)","2017","2017/10/20","PMC5662391","","10.1097/MD.0000000000008281"
"25756762","Neurobehavioral aspects of multidimensional psychopathology","Iacono WG.","Am J Psychiatry. 2014 Dec 1;171(12):1236-9. doi: 10.1176/appi.ajp.2014.14091132.","Iacono WG","Am J Psychiatry","2014","2015/03/11","PMC4477283","NIHMS698053","10.1176/appi.ajp.2014.14091132"
"29523493","Antecedents of Screening Positive for Attention Deficit Hyperactivity Disorder in Ten-Year-Old Children Born Extremely Preterm","Leviton A, Hooper SR, Hunter SJ, Scott MN, Allred EN, Joseph RM, O'Shea TM, Kuban K; ELGAN Study Investigators.","Pediatr Neurol. 2018 Apr;81:25-30. doi: 10.1016/j.pediatrneurol.2017.12.010. Epub 2017 Dec 21.","Leviton A","Pediatr Neurol","2018","2018/03/11","PMC5903941","NIHMS929928","10.1016/j.pediatrneurol.2017.12.010"
"29574678","Obstetric synthetic oxytocin use and subsequent hyperactivity/inattention problems in Danish children","Stokholm L, Juhl M, Lønfeldt NN, Mikkelsen SH, Obel C, Strandberg-Larsen K.","Acta Obstet Gynecol Scand. 2018 Jul;97(7):880-889. doi: 10.1111/aogs.13344. Epub 2018 Apr 2.","Stokholm L","Acta Obstet Gynecol Scand","2018","2018/03/26","","","10.1111/aogs.13344"
"24886010","The role of early childhood ADHD and subsequent CD in the initiation and escalation of adolescent cigarette, alcohol, and marijuana use","Sibley MH, Pelham WE, Molina BSG, Coxe S, Kipp H, Gnagy EM, Meinzer M, Ross JM, Lahey BB.","J Abnorm Psychol. 2014 May;123(2):362-374. doi: 10.1037/a0036585.","Sibley MH","J Abnorm Psychol","2014","2014/06/03","PMC4120046","NIHMS592423","10.1037/a0036585"
"26663505","Incorporating Informatics for Integrating Biology and the Bedside (i2b2) into Predoctoral Trainee Curriculum to Evaluate Student-Generated Hypotheses","Schieffer KM, Peters DG, Richter CK, Loc WS, Pawelczyk JA.","Clin Transl Sci. 2015 Dec;8(6):729-33. doi: 10.1111/cts.12357. Epub 2015 Dec 14.","Schieffer KM","Clin Transl Sci","2015","2015/12/15","PMC4703454","NIHMS733554","10.1111/cts.12357"
"25934008","Prefrontal dysfunction in pediatric Tourette's disorder as measured by near-infrared spectroscopy","Yamamuro K, Ota T, Iida J, Nakanishi Y, Uratani M, Matsuura H, Kishimoto N, Tanaka S, Negoro H, Kishimoto T.","BMC Psychiatry. 2015 May 3;15:102. doi: 10.1186/s12888-015-0472-3.","Yamamuro K","BMC Psychiatry","2015","2015/05/03","PMC4422308","","10.1186/s12888-015-0472-3"
"27118284","Prospective observational study protocol to investigate long-term adverse effects of methylphenidate in children and adolescents with ADHD: the Attention Deficit Hyperactivity Disorder Drugs Use Chronic Effects (ADDUCE) study","Inglis SK, Carucci S, Garas P, Häge A, Banaschewski T, Buitelaar JK, Dittmann RW, Falissard B, Hollis C, Kovshoff H, Liddle E, McCarthy S, Nagy P, Neubert A, Rosenthal E, Sonuga-Barke E, Wong I, Zuddas A, Coghill DC; ADDUCE Consortium.","BMJ Open. 2016 Apr 26;6(4):e010433. doi: 10.1136/bmjopen-2015-010433.","Inglis SK","BMJ Open","2016","2016/04/28","PMC4853973","","10.1136/bmjopen-2015-010433"
"25485467","Evaluating the content of Individualized Education Programs and 504 Plans of young adolescents with attention deficit/hyperactivity disorder","Spiel CF, Evans SW, Langberg JM.","Sch Psychol Q. 2014 Dec;29(4):452-468. doi: 10.1037/spq0000101.","Spiel CF","Sch Psychol Q","2014","2014/12/09","PMC4285444","NIHMS650060","10.1037/spq0000101"
"25403734","RASopathies: a window into the molecular mechanisms underlying neurodevelopmental disorders","Frye RE.","Dev Med Child Neurol. 2015 Apr;57(4):315-6. doi: 10.1111/dmcn.12626. Epub 2014 Nov 18.","Frye RE","Dev Med Child Neurol","2015","2014/11/19","","","10.1111/dmcn.12626"
"32460725","A two arm randomized controlled trial comparing the short and long term effects of an elimination diet and a healthy diet in children with ADHD (TRACE study). Rationale, study design and methods","Bosch A, Bierens M, de Wit AG, Ly V, van der Velde J, de Boer H, van Beek G, Appelman D, Visser S, Bos L, van der Meer J, Kamphuis N, Draaisma JMT, Donders R, van de Loo-Neus GHH, Hoekstra PJ, Bottelier M, Arias-Vasquez A, Klip H, Buitelaar JK, van den Berg SW, Rommelse NN.","BMC Psychiatry. 2020 May 27;20(1):262. doi: 10.1186/s12888-020-02576-2.","Bosch A","BMC Psychiatry","2020","2020/05/29","PMC7251686","","10.1186/s12888-020-02576-2"
"27462065","Impact of a Web-Portal Intervention on Community ADHD Care and Outcomes","Epstein JN, Kelleher KJ, Baum R, Brinkman WB, Peugh J, Gardner W, Lichtenstein P, Langberg JM.","Pediatrics. 2016 Aug;138(2):e20154240. doi: 10.1542/peds.2015-4240.","Epstein JN","Pediatrics","2016","2016/07/28","PMC4960725","NIHMS814647","10.1542/peds.2015-4240"
"28212067","The Treatment of Severe Childhood Aggression Study: 12 Weeks of Extended, Blinded Treatment in Clinical Responders","Findling RL, Townsend L, Brown NV, Arnold LE, Gadow KD, Kolko DJ, McNamara NK, Gary DS, Kaplin DB, Farmer CA, Kipp H, Williams C, Butter EM, Bukstein OG, Rice R Jr, Buchan-Page K, Molina BS, Aman MG.","J Child Adolesc Psychopharmacol. 2017 Feb;27(1):52-65. doi: 10.1089/cap.2016.0081.","Findling RL","J Child Adolesc Psychopharmacol","2017","2017/02/18","PMC5327034","","10.1089/cap.2016.0081"
"29488416","Neurodevelopmental disorders: prevalence and comorbidity in children referred to mental health services","Hansen BH, Oerbeck B, Skirbekk B, Petrovski BÉ, Kristensen H.","Nord J Psychiatry. 2018 May;72(4):285-291. doi: 10.1080/08039488.2018.1444087. Epub 2018 Feb 28.","Hansen BH","Nord J Psychiatry","2018","2018/03/01","","","10.1080/08039488.2018.1444087"
"23477479","Development and preliminary evaluation of an integrated treatment targeting parenting and depressive symptoms in mothers of children with attention-deficit/hyperactivity disorder","Chronis-Tuscano A, Clarke TL, O'Brien KA, Raggi VL, Diaz Y, Mintz AD, Rooney ME, Knight LA, Seymour KE, Thomas SR, Seeley J, Kosty D, Lewinsohn P.","J Consult Clin Psychol. 2013 Oct;81(5):918-25. doi: 10.1037/a0032112. Epub 2013 Mar 11.","Chronis-Tuscano A","J Consult Clin Psychol","2013","2013/03/13","PMC3783529","NIHMS507460","10.1037/a0032112"
"29982921","What stops practitioners discussing medication breaks in children and adolescents with ADHD? Identifying barriers through theory-driven qualitative research","Ibrahim K, Donyai P.","Atten Defic Hyperact Disord. 2018 Dec;10(4):273-283. doi: 10.1007/s12402-018-0258-9. Epub 2018 Jul 7.","Ibrahim K","Atten Defic Hyperact Disord","2018","2018/07/09","PMC6223995","","10.1007/s12402-018-0258-9"
"25382292","Post-concussive symptoms and neuropsychological performance in the post-acute period following pediatric mild traumatic brain injury","Studer M, Goeggel Simonetti B, Joeris A, Margelisch K, Steinlin M, Roebers CM, Heinks T.","J Int Neuropsychol Soc. 2014 Nov;20(10):982-93. doi: 10.1017/S1355617714000927. Epub 2014 Nov 10.","Studer M","J Int Neuropsychol Soc","2014","2014/11/11","","","10.1017/S1355617714000927"
"28236285","Cardiovascular Effects of Stimulant and Non-Stimulant Medication for Children and Adolescents with ADHD: A Systematic Review and Meta-Analysis of Trials of Methylphenidate, Amphetamines and Atomoxetine","Hennissen L, Bakker MJ, Banaschewski T, Carucci S, Coghill D, Danckaerts M, Dittmann RW, Hollis C, Kovshoff H, McCarthy S, Nagy P, Sonuga-Barke E, Wong IC, Zuddas A, Rosenthal E, Buitelaar JK; ADDUCE consortium.","CNS Drugs. 2017 Mar;31(3):199-215. doi: 10.1007/s40263-017-0410-7.","Hennissen L","CNS Drugs","2017","2017/02/26","PMC5336546","","10.1007/s40263-017-0410-7"
"31464511","A Randomized, Double-Blind, Placebo-Controlled Study of HLD200, a Delayed-Release and Extended-Release Methylphenidate, in Children with Attention-Deficit/Hyperactivity Disorder: An Evaluation of Safety and Efficacy Throughout the Day and Across Settings","Childress AC, Cutler AJ, Marraffino A, McDonnell MA, Turnbow JM, Brams M, DeSousa NJ, Incledon B, Sallee FR, Wigal SB.","J Child Adolesc Psychopharmacol. 2020 Feb;30(1):2-14. doi: 10.1089/cap.2019.0070. Epub 2019 Aug 29.","Childress AC","J Child Adolesc Psychopharmacol","2020","2019/08/30","PMC7041320","","10.1089/cap.2019.0070"
"29359534","Altered cortical activation and connectivity patterns for visual attention processing in young adults post-traumatic brain injury: A functional near infrared spectroscopy study","Wu Z, Mazzola CA, Catania L, Owoeye O, Yaramothu C, Alvarez T, Gao Y, Li X.","CNS Neurosci Ther. 2018 Jun;24(6):539-548. doi: 10.1111/cns.12811. Epub 2018 Jan 22.","Wu Z","CNS Neurosci Ther","2018","2018/01/24","PMC6490005","","10.1111/cns.12811"
"33883539","Pain and Attention-Deficit/Hyperactivity Disorder: The Case of Margaret Mitchell","Kasahara S, Matsudaira K, Sato N, Niwa SI.","Psychosom Med. 2021 Jun 1;83(5):492-493. doi: 10.1097/PSY.0000000000000947.","Kasahara S","Psychosom Med","2021","2021/04/22","PMC8189430","","10.1097/PSY.0000000000000947"
"28202705","Moderators and predictors of response to behavior therapy for tics in Tourette syndrome","Sukhodolsky DG, Woods DW, Piacentini J, Wilhelm S, Peterson AL, Katsovich L, Dziura J, Walkup JT, Scahill L.","Neurology. 2017 Mar 14;88(11):1029-1036. doi: 10.1212/WNL.0000000000003710. Epub 2017 Feb 15.","Sukhodolsky DG","Neurology","2017","2017/02/17","PMC5384839","","10.1212/WNL.0000000000003710"
"29779434","A Cognitive Dimensional Approach to Understanding Shared and Unique Contributions to Reading, Math, and Attention Skills","Child AE, Cirino PT, Fletcher JM, Willcutt EG, Fuchs LS.","J Learn Disabil. 2019 Jan/Feb;52(1):15-30. doi: 10.1177/0022219418775115. Epub 2018 May 21.","Child AE","J Learn Disabil","2019","2018/05/22","PMC6212329","NIHMS929725","10.1177/0022219418775115"
"37480007","The short and long-term effects of a lifestyle intervention in children with mental illnesses: a randomized controlled trial (Movementss study)","van Tetering EMA, Muskens JB, Deenik J, Pillen S, Cahn W, von Rosenstiel I, Oomen M, Rommelse NN, Staal WG, Klip H.","BMC Psychiatry. 2023 Jul 21;23(1):529. doi: 10.1186/s12888-023-04884-9.","van Tetering EMA","BMC Psychiatry","2023","2023/07/21","PMC10362712","","10.1186/s12888-023-04884-9"
"33740639","Association of Symptoms of Attention Deficit and Hyperactivity with Problematic Internet Use among University Students in Wuhan, China During the COVID-19 Pandemic","Zhao Y, Jiang Z, Guo S, Wu P, Lu Q, Xu Y, Liu L, Su S, Shi L, Que J, Sun Y, Sun Y, Deng J, Meng S, Yan W, Yuan K, Sun S, Yang L, Ran M, Kosten TR, Strang J, Lu Y, Huang G, Lu L, Bao Y, Shi J.","J Affect Disord. 2021 May 1;286:220-227. doi: 10.1016/j.jad.2021.02.078. Epub 2021 Mar 5.","Zhao Y","J Affect Disord","2021","2021/03/19","PMC9754790","","10.1016/j.jad.2021.02.078"
"26701898","Do we understand children's restlessness? Constructing ecologically valid understandings through reflexive cooperation","Helle-Valle A, Binder PE, Stige B.","Int J Qual Stud Health Well-being. 2015 Dec 21;10:29292. doi: 10.3402/qhw.v10.29292. eCollection 2015.","Helle-Valle A","Int J Qual Stud Health Well-being","2015","2015/12/25","PMC4689122","","10.3402/qhw.v10.29292"
"25238582","Tricyclic antidepressants for attention deficit hyperactivity disorder (ADHD) in children and adolescents","Otasowie J, Castells X, Ehimare UP, Smith CH.","Cochrane Database Syst Rev. 2014 Sep 19;2014(9):CD006997. doi: 10.1002/14651858.CD006997.pub2.","Otasowie J","Cochrane Database Syst Rev","2014","2014/09/20","PMC11236426","","10.1002/14651858.CD006997.pub2"
"24839883","Maintenance of efficacy of lisdexamfetamine dimesylate in children and adolescents with attention-deficit/hyperactivity disorder: randomized-withdrawal study design","Coghill DR, Banaschewski T, Lecendreux M, Johnson M, Zuddas A, Anderson CS, Civil R, Dauphin M, Higgins N, Lyne A, Gasior M, Squires LA.","J Am Acad Child Adolesc Psychiatry. 2014 Jun;53(6):647-657.e1. doi: 10.1016/j.jaac.2014.01.017. Epub 2014 Mar 4.","Coghill DR","J Am Acad Child Adolesc Psychiatry","2014","2014/05/21","","","10.1016/j.jaac.2014.01.017"
"25721188","Social isolation and mental health at primary and secondary school entry: a longitudinal cohort study","Matthews T, Danese A, Wertz J, Ambler A, Kelly M, Diver A, Caspi A, Moffitt TE, Arseneault L.","J Am Acad Child Adolesc Psychiatry. 2015 Mar;54(3):225-32. doi: 10.1016/j.jaac.2014.12.008. Epub 2014 Dec 24.","Matthews T","J Am Acad Child Adolesc Psychiatry","2015","2015/02/28","PMC4733108","","10.1016/j.jaac.2014.12.008"
"27307233","Gamma Oscillations in the Hyperkinetic State Detected with Chronic Human Brain Recordings in Parkinson's Disease","Swann NC, de Hemptinne C, Miocinovic S, Qasim S, Wang SS, Ziman N, Ostrem JL, San Luciano M, Galifianakis NB, Starr PA.","J Neurosci. 2016 Jun 15;36(24):6445-58. doi: 10.1523/JNEUROSCI.1128-16.2016.","Swann NC","J Neurosci","2016","2016/06/17","PMC5015781","","10.1523/JNEUROSCI.1128-16.2016"
"28554955","Increased rate of early smoking in children and adolescents with attention-deficit/hyperactivity disorder","Jerome L.","CMAJ. 2017 May 29;189(21):E755. doi: 10.1503/cmaj.733013.","Jerome L","CMAJ","2017","2017/05/31","PMC5449244","","10.1503/cmaj.733013"
"29757012","Developmental Trajectory of Motor Deficits in Preschool Children with ADHD","Sweeney KL, Ryan M, Schneider H, Ferenc L, Denckla MB, Mahone EM.","Dev Neuropsychol. 2018;43(5):419-429. doi: 10.1080/87565641.2018.1466888. Epub 2018 May 14.","Sweeney KL","Dev Neuropsychol","2018","2018/05/15","PMC5991607","NIHMS971981","10.1080/87565641.2018.1466888"
"25525155","Maternal ADHD Symptoms, Personality, and Parenting Stress: Differences Between Mothers of Children With ADHD and Mothers of Comparison Children","Perez Algorta G, Kragh CA, Arnold LE, Molina BSG, Hinshaw SP, Swanson JM, Hechtman L, Copley LM, Lowe M, Jensen PS.","J Atten Disord. 2018 Nov;22(13):1266-1277. doi: 10.1177/1087054714561290. Epub 2014 Dec 18.","Perez Algorta G","J Atten Disord","2018","2014/12/20","PMC5505803","NIHMS873557","10.1177/1087054714561290"
"27920084","Caffeine consumption during pregnancy and ADHD at the age of 11 years: a birth cohort study","Del-Ponte B, Santos IS, Tovo-Rodrigues L, Anselmi L, Munhoz TN, Matijasevich A.","BMJ Open. 2016 Dec 5;6(12):e012749. doi: 10.1136/bmjopen-2016-012749.","Del-Ponte B","BMJ Open","2016","2016/12/07","PMC5168652","","10.1136/bmjopen-2016-012749"
"29800213","Trends in Prescription Medication Use Among Children and Adolescents-United States, 1999-2014","Hales CM, Kit BK, Gu Q, Ogden CL.","JAMA. 2018 May 15;319(19):2009-2020. doi: 10.1001/jama.2018.5690.","Hales CM","JAMA","2018","2018/05/26","PMC6583241","","10.1001/jama.2018.5690"
"23815705","Associations among negative parenting, attention bias to anger, and social anxiety among youth","Gulley LD, Oppenheimer CW, Hankin BL.","Dev Psychol. 2014 Feb;50(2):577-85. doi: 10.1037/a0033624. Epub 2013 Jul 1.","Gulley LD","Dev Psychol","2014","2013/07/03","PMC4086836","NIHMS580743","10.1037/a0033624"
"28296941","The association between methylphenidate treatment and the risk for fracture among young ADHD patients: A nationwide population-based study in Taiwan","Chen VC, Yang YH, Liao YT, Kuo TY, Liang HY, Huang KY, Huang YC, Lee Y, McIntyre RS, Lin TC.","PLoS One. 2017 Mar 15;12(3):e0173762. doi: 10.1371/journal.pone.0173762. eCollection 2017.","Chen VC","PLoS One","2017","2017/03/16","PMC5351966","","10.1371/journal.pone.0173762"
"26155764","Psychiatric Symptoms in Youth with a History of Autism and Optimal Outcome","Orinstein A, Tyson KE, Suh J, Troyb E, Helt M, Rosenthal M, Barton ML, Eigsti IM, Kelley E, Naigles L, Schultz RT, Stevens MC, Fein DA.","J Autism Dev Disord. 2015 Nov;45(11):3703-14. doi: 10.1007/s10803-015-2520-8.","Orinstein A","J Autism Dev Disord","2015","2015/07/10","PMC4609588","NIHMS706615","10.1007/s10803-015-2520-8"
"33867525","Clinical delineation of SETBP1 haploinsufficiency disorder","Jansen NA, Braden RO, Srivastava S, Otness EF, Lesca G, Rossi M, Nizon M, Bernier RA, Quelin C, van Haeringen A, Kleefstra T, Wong MMK, Whalen S, Fisher SE, Morgan AT, van Bon BW.","Eur J Hum Genet. 2021 Aug;29(8):1198-1205. doi: 10.1038/s41431-021-00888-9. Epub 2021 Apr 19.","Jansen NA","Eur J Hum Genet","2021","2021/04/19","PMC8385049","","10.1038/s41431-021-00888-9"
"28666429","Common adult psychiatric disorders in Swedish primary care where most mental health patients are treated","Sundquist J, Ohlsson H, Sundquist K, Kendler KS.","BMC Psychiatry. 2017 Jun 30;17(1):235. doi: 10.1186/s12888-017-1381-4.","Sundquist J","BMC Psychiatry","2017","2017/07/02","PMC5493066","","10.1186/s12888-017-1381-4"
"25178628","Word-level reading achievement and behavioral inattention: exploring their overlap and relations with naming speed and phonemic awareness in a community sample of children","Martinussen R, Grimbos T, Ferrari JL.","Arch Clin Neuropsychol. 2014 Nov;29(7):680-90. doi: 10.1093/arclin/acu040. Epub 2014 Sep 1.","Martinussen R","Arch Clin Neuropsychol","2014","2014/09/03","PMC4263922","","10.1093/arclin/acu040"
"25468172","Impact of cross-disorder polygenic risk on frontal brain activation with specific effect of schizophrenia risk","Whalley HC, Hall L, Romaniuk L, Macdonald A, Lawrie SM, Sussmann JE, McIntosh AM.","Schizophr Res. 2015 Feb;161(2-3):484-9. doi: 10.1016/j.schres.2014.10.046. Epub 2014 Nov 20.","Whalley HC","Schizophr Res","2015","2014/12/04","PMC4396692","","10.1016/j.schres.2014.10.046"
"11923911","A genomewide scan for loci involved in attention-deficit/hyperactivity disorder","Fisher SE, Francks C, McCracken JT, McGough JJ, Marlow AJ, MacPhie IL, Newbury DF, Crawford LR, Palmer CG, Woodward JA, Del'Homme M, Cantwell DP, Nelson SF, Monaco AP, Smalley SL.","Am J Hum Genet. 2002 May;70(5):1183-96. doi: 10.1086/340112. Epub 2002 Mar 28.","Fisher SE","Am J Hum Genet","2002","2002/04/02","PMC447594","","10.1086/340112"
"33593678","Considering rationales for use in defining subgroups for the treatment of stimulant use disorder","Brooks O, Bach P, Hayashi K.","Drug Alcohol Depend. 2021 Apr 1;221:108572. doi: 10.1016/j.drugalcdep.2021.108572. Epub 2021 Feb 9.","Brooks O","Drug Alcohol Depend","2021","2021/02/17","PMC8026728","NIHMS1671988","10.1016/j.drugalcdep.2021.108572"
"24414609","Detrimental effects of acute nicotine on the response-withholding performance of spontaneously hypertensive and Wistar Kyoto rats","Mazur GJ, Wood-Isenberg G, Watterson E, Sanabria F.","Psychopharmacology (Berl). 2014 Jun;231(12):2471-82. doi: 10.1007/s00213-013-3412-2. Epub 2014 Jan 11.","Mazur GJ","Psychopharmacology (Berl)","2014","2014/01/14","PMC4040392","NIHMS555281","10.1007/s00213-013-3412-2"
"29230023","Pharmacogenetics predictors of methylphenidate efficacy in childhood ADHD","Myer NM, Boland JR, Faraone SV.","Mol Psychiatry. 2018 Sep;23(9):1929-1936. doi: 10.1038/mp.2017.234. Epub 2017 Dec 12.","Myer NM","Mol Psychiatry","2018","2017/12/13","PMC7039663","NIHMS1553115","10.1038/mp.2017.234"
"33780723","Relationship between GABA levels and task-dependent cortical excitability in children with attention-deficit/hyperactivity disorder","Harris AD, Gilbert DL, Horn PS, Crocetti D, Cecil KM, Edden RAE, Huddleston DA, Mostofsky SH, Puts NAJ.","Clin Neurophysiol. 2021 May;132(5):1163-1172. doi: 10.1016/j.clinph.2021.01.023. Epub 2021 Mar 10.","Harris AD","Clin Neurophysiol","2021","2021/03/29","PMC8106665","NIHMS1688411","10.1016/j.clinph.2021.01.023"
"27637595","Visual neglect after left-hemispheric lesions: a voxel-based lesion-symptom mapping study in 121 acute stroke patients","Beume LA, Martin M, Kaller CP, Klöppel S, Schmidt CS, Urbach H, Egger K, Rijntjes M, Weiller C, Umarova RM.","Exp Brain Res. 2017 Jan;235(1):83-95. doi: 10.1007/s00221-016-4771-9. Epub 2016 Sep 16.","Beume LA","Exp Brain Res","2017","2016/09/18","","","10.1007/s00221-016-4771-9"
"23273650","1H MRSI of middle frontal gyrus in pediatric ADHD","Tafazoli S, O'Neill J, Bejjani A, Ly R, Salamon N, McCracken JT, Alger JR, Levitt JG.","J Psychiatr Res. 2013 Apr;47(4):505-12. doi: 10.1016/j.jpsychires.2012.11.011. Epub 2012 Dec 27.","Tafazoli S","J Psychiatr Res","2013","2013/01/01","PMC3609653","NIHMS428747","10.1016/j.jpsychires.2012.11.011"
"28877317","Association of White Matter Structure With Autism Spectrum Disorder and Attention-Deficit/Hyperactivity Disorder","Aoki Y, Yoncheva YN, Chen B, Nath T, Sharp D, Lazar M, Velasco P, Milham MP, Di Martino A.","JAMA Psychiatry. 2017 Nov 1;74(11):1120-1128. doi: 10.1001/jamapsychiatry.2017.2573.","Aoki Y","JAMA Psychiatry","2017","2017/09/07","PMC5710226","","10.1001/jamapsychiatry.2017.2573"
"29480527","Does parental mental health moderate the effect of a telephone and internet-assisted remote parent training for disruptive 4-year-old children?","Fossum S, Cunningham C, Ristkari T, McGrath PJ, Hinkka-Yli-Salomäki S, Sourander A.","Scand J Psychol. 2018 Jun;59(3):273-280. doi: 10.1111/sjop.12430. Epub 2018 Feb 26.","Fossum S","Scand J Psychol","2018","2018/02/27","","","10.1111/sjop.12430"
"32856281","Pharmacokinetics of Ampreloxetine, a Norepinephrine Reuptake Inhibitor, in Healthy Subjects and Adults with Attention-Deficit/Hyperactive Disorder or Fibromyalgia Pain","Kanodia J, Lo A, Baldwin RM, Graham RA, Bourdet DL.","Clin Pharmacokinet. 2021 Jan;60(1):121-131. doi: 10.1007/s40262-020-00918-7.","Kanodia J","Clin Pharmacokinet","2021","2020/08/29","PMC7808980","","10.1007/s40262-020-00918-7"
"24127152","Presenting symptoms in pediatric restless legs syndrome patients","de Weerd A, Aricò I, Silvestri R.","J Clin Sleep Med. 2013 Oct 15;9(10):1077-80. doi: 10.5664/jcsm.3086.","de Weerd A","J Clin Sleep Med","2013","2013/10/16","PMC3778179","","10.5664/jcsm.3086"
"23217162","Neurofeedback to improve neurocognitive functioning of children treated for a brain tumor: design of a randomized controlled double-blind trial","de Ruiter MA, Schouten-Van Meeteren AY, van Mourik R, Janssen TW, Greidanus JE, Oosterlaan J, Grootenhuis MA.","BMC Cancer. 2012 Dec 6;12:581. doi: 10.1186/1471-2407-12-581.","de Ruiter MA","BMC Cancer","2012","2012/12/11","PMC3530427","","10.1186/1471-2407-12-581"
"27338457","Dietary, Nutrient Patterns and Blood Essential Elements in Chinese Children with ADHD","Zhou F, Wu F, Zou S, Chen Y, Feng C, Fan G.","Nutrients. 2016 Jun 8;8(6):352. doi: 10.3390/nu8060352.","Zhou F","Nutrients","2016","2016/06/25","PMC4924193","","10.3390/nu8060352"
"27192533","Relationship between acne vulgaris and attention-deficit/hyperactivity disorder symptoms in a clinical sample of women","Bilgic A, Bilgic Ö, Çolak RS, Altınyazar HC.","An Bras Dermatol. 2016 Apr;91(2):250-2. doi: 10.1590/abd1806-4841.20164613.","Bilgic A","An Bras Dermatol","2016","2016/05/19","PMC4861581","","10.1590/abd1806-4841.20164613"
"23438503","Systematic review of atomoxetine data in childhood and adolescent attention-deficit hyperactivity disorder 2009-2011: focus on clinical efficacy and safety","Bushe CJ, Savill NC.","J Psychopharmacol. 2014 Mar;28(3):204-11. doi: 10.1177/0269881113478475. Epub 2013 Feb 25.","Bushe CJ","J Psychopharmacol","2014","2013/02/27","","","10.1177/0269881113478475"
"29682794","Genetic associations with childhood brain growth, defined in two longitudinal cohorts","Szekely E, Schwantes-An TL, Justice CM, Sabourin JA, Jansen PR, Muetzel RL, Sharp W, Tiemeier H, Sung H, White TJ, Wilson AF, Shaw P.","Genet Epidemiol. 2018 Jun;42(4):405-414. doi: 10.1002/gepi.22122. Epub 2018 Apr 22.","Szekely E","Genet Epidemiol","2018","2018/04/24","PMC5980751","NIHMS954579","10.1002/gepi.22122"
"28710364","Gene-wide Association Study Reveals RNF122 Ubiquitin Ligase as a Novel Susceptibility Gene for Attention Deficit Hyperactivity Disorder","Garcia-Martínez I, Sánchez-Mora C, Soler Artigas M, Rovira P, Pagerols M, Corrales M, Calvo-Sánchez E, Richarte V, Bustamante M, Sunyer J, Cormand B, Casas M, Ramos-Quiroga JA, Ribasés M.","Sci Rep. 2017 Jul 14;7(1):5407. doi: 10.1038/s41598-017-05514-7.","Garcia-Martínez I","Sci Rep","2017","2017/07/16","PMC5511183","","10.1038/s41598-017-05514-7"
"26143938","Executive functioning profiles from the BRIEF across pediatric medical disorders: Age and diagnosis factors","Krivitzky LS, Walsh KS, Fisher EL, Berl MM.","Child Neuropsychol. 2016;22(7):870-88. doi: 10.1080/09297049.2015.1054272. Epub 2015 Jul 6.","Krivitzky LS","Child Neuropsychol","2016","2015/07/07","PMC4703575","NIHMS698832","10.1080/09297049.2015.1054272"
"23909853","Issues related to symptomatic and disease-modifying treatments affecting cognitive and neuropsychiatric comorbidities of epilepsy","Brooks-Kayal AR, Bath KG, Berg AT, Galanopoulou AS, Holmes GL, Jensen FE, Kanner AM, O'Brien TJ, Whittemore VH, Winawer MR, Patel M, Scharfman HE.","Epilepsia. 2013 Aug;54 Suppl 4(0 4):44-60. doi: 10.1111/epi.12298.","Brooks-Kayal AR","Epilepsia","2013","2013/08/06","PMC3924317","NIHMS552775","10.1111/epi.12298"
"28755620","Does the increasing placebo response impact outcomes of adult and pediatric ADHD clinical trials? Data from the US Food and Drug Administration 2000-2009","Khan A, Fahl Mar K, Brown WA.","J Psychiatr Res. 2017 Nov;94:202-207. doi: 10.1016/j.jpsychires.2017.07.018. Epub 2017 Jul 22.","Khan A","J Psychiatr Res","2017","2017/07/30","","","10.1016/j.jpsychires.2017.07.018"
"27092693","A Reply to Sleep Characteristics in Children with Attention Deficit Hyperactivity Disorder: Systematic Review and Meta-Analyses by Díaz-Román et al","Fluegge K.","J Clin Sleep Med. 2016 Jun 15;12(6):933. doi: 10.5664/jcsm.5912.","Fluegge K","J Clin Sleep Med","2016","2016/04/20","PMC4877331","","10.5664/jcsm.5912"
"24417452","Evaluating intervention using time aids in children with disabilities","Janeslätt G, Kottorp A, Granlund M.","Scand J Occup Ther. 2014 May;21(3):181-90. doi: 10.3109/11038128.2013.870225. Epub 2014 Jan 13.","Janeslätt G","Scand J Occup Ther","2014","2014/01/15","","","10.3109/11038128.2013.870225"
